ENSMUSG00000100093	Gm29649	Gene Expression
ENSMUSG00000091020	Gm5828	Gene Expression
ENSMUSG00000101640	Gm28376	Gene Expression
ENSMUSG00000104133	4921511E07Rik	Gene Expression
ENSMUSG00000042686	Jph1	Gene Expression
ENSMUSG00000100110	Gm28783	Gene Expression
ENSMUSG00000025777	Gdap1	Gene Expression
ENSMUSG00000099899	Gm28784	Gene Expression
ENSMUSG00000100272	Gm28785	Gene Expression
ENSMUSG00000100398	Gm5251	Gene Expression
ENSMUSG00000101589	Rbm6-ps1	Gene Expression
ENSMUSG00000102048	Gm6075	Gene Expression
ENSMUSG00000089534	Gm25166	Gene Expression
ENSMUSG00000067780	Pi15	Gene Expression
ENSMUSG00000100053	Gm28154	Gene Expression
ENSMUSG00000085125	Gm16070	Gene Expression
ENSMUSG00000025776	Crispld1	Gene Expression
ENSMUSG00000099895	Gm28153	Gene Expression
ENSMUSG00000100554	Gm7690	Gene Expression
ENSMUSG00000099473	Gm18775	Gene Expression
ENSMUSG00000099591	Gm17969	Gene Expression
ENSMUSG00000109887	Gm28756	Gene Expression
ENSMUSG00000102001	Gm28755	Gene Expression
ENSMUSG00000101717	Gm45784	Gene Expression
ENSMUSG00000025774	Crisp4	Gene Expression
ENSMUSG00000070977	Defb44-ps	Gene Expression
ENSMUSG00000073735	Defb18	Gene Expression
ENSMUSG00000067773	Defb41	Gene Expression
ENSMUSG00000101685	Gm17837	Gene Expression
ENSMUSG00000101306	Gm5252	Gene Expression
ENSMUSG00000088800	Gm24075	Gene Expression
ENSMUSG00000101644	Gm28343	Gene Expression
ENSMUSG00000099433	Gm28344	Gene Expression
ENSMUSG00000089787	Gm15825	Gene Expression
ENSMUSG00000042596	Tfap2d	Gene Expression
ENSMUSG00000100720	Gm10075	Gene Expression
ENSMUSG00000025927	Tfap2b	Gene Expression
ENSMUSG00000100538	Gm28340	Gene Expression
ENSMUSG00000101117	Gm28341	Gene Expression
ENSMUSG00000100204	Gm4849	Gene Expression
ENSMUSG00000084668	Gm24633	Gene Expression
ENSMUSG00000102597	Gm38382	Gene Expression
ENSMUSG00000043760	Pkhd1	Gene Expression
ENSMUSG00000104095	Gm37315	Gene Expression
ENSMUSG00000089914	4930486I03Rik	Gene Expression
ENSMUSG00000090142	Gm15795	Gene Expression
ENSMUSG00000070175	Gm24162	Gene Expression
ENSMUSG00000099906	Gm28653	Gene Expression
ENSMUSG00000065559	Mir206	Gene Expression
ENSMUSG00000065480	Mir133b	Gene Expression
ENSMUSG00000025929	Il17a	Gene Expression
ENSMUSG00000041872	Il17f	Gene Expression
ENSMUSG00000041859	Mcm3	Gene Expression
ENSMUSG00000099714	Gm20587	Gene Expression
ENSMUSG00000102121	Gm28065	Gene Expression
ENSMUSG00000088858	Gm24723	Gene Expression
ENSMUSG00000097934	6720483E21Rik	Gene Expression
ENSMUSG00000025931	Paqr8	Gene Expression
ENSMUSG00000077314	Gm24171	Gene Expression
ENSMUSG00000100929	Gm28064	Gene Expression
ENSMUSG00000041809	Efhc1	Gene Expression
ENSMUSG00000041779	Tram2	Gene Expression
ENSMUSG00000099971	Gm28287	Gene Expression
ENSMUSG00000100819	Gm2693	Gene Expression
ENSMUSG00000025933	Tmem14a	Gene Expression
ENSMUSG00000102633	Gm38224	Gene Expression
ENSMUSG00000025934	Gsta3	Gene Expression
ENSMUSG00000099343	Gm28836	Gene Expression
ENSMUSG00000096375	Gm7094	Gene Expression
ENSMUSG00000025936	Gm4956	Gene Expression
ENSMUSG00000093963	Gm21909	Gene Expression
ENSMUSG00000067750	Khdc1a	Gene Expression
ENSMUSG00000086194	Gm16329	Gene Expression
ENSMUSG00000094436	Gm16327	Gene Expression
ENSMUSG00000041722	Khdc1c	Gene Expression
ENSMUSG00000085507	Gm2709	Gene Expression
ENSMUSG00000094926	Gm16533	Gene Expression
ENSMUSG00000085079	Khdc1b	Gene Expression
ENSMUSG00000085679	Gm16328	Gene Expression
ENSMUSG00000028033	Kcnq5	Gene Expression
ENSMUSG00000104138	Gm36949	Gene Expression
ENSMUSG00000082935	Gm7658	Gene Expression
ENSMUSG00000103748	Gm38243	Gene Expression
ENSMUSG00000099692	Gm5696	Gene Expression
ENSMUSG00000100418	Gm28239	Gene Expression
ENSMUSG00000041670	Rims1	Gene Expression
ENSMUSG00000097642	Gm26866	Gene Expression
ENSMUSG00000101468	Gm7761	Gene Expression
ENSMUSG00000101227	Gm29506	Gene Expression
ENSMUSG00000073730	4933415F23Rik	Gene Expression
ENSMUSG00000089553	Gm24176	Gene Expression
ENSMUSG00000102766	Gm6420	Gene Expression
ENSMUSG00000065405	Mir30a	Gene Expression
ENSMUSG00000097970	Gm27028	Gene Expression
ENSMUSG00000065567	Mir30c-2	Gene Expression
ENSMUSG00000100775	Gm29107	Gene Expression
ENSMUSG00000101226	Gm20954	Gene Expression
ENSMUSG00000026158	Ogfrl1	Gene Expression
ENSMUSG00000097920	Gm7784	Gene Expression
ENSMUSG00000099503	Gm28822	Gene Expression
ENSMUSG00000026156	B3gat2	Gene Expression
ENSMUSG00000026155	Smap1	Gene Expression
ENSMUSG00000026154	Sdhaf4	Gene Expression
ENSMUSG00000102495	Gm26524	Gene Expression
ENSMUSG00000026153	Fam135a	Gene Expression
ENSMUSG00000102398	Gm37580	Gene Expression
ENSMUSG00000097670	Gm26607	Gene Expression
ENSMUSG00000026147	Col9a1	Gene Expression
ENSMUSG00000026141	Col19a1	Gene Expression
ENSMUSG00000077463	Gm26418	Gene Expression
ENSMUSG00000099997	Tubb4b-ps2	Gene Expression
ENSMUSG00000100131	Gm28439	Gene Expression
ENSMUSG00000067736	Gm10222	Gene Expression
ENSMUSG00000101939	Gm28438	Gene Expression
ENSMUSG00000101111	Gm28437	Gene Expression
ENSMUSG00000100862	Gm10925	Gene Expression
ENSMUSG00000102070	Gm28661	Gene Expression
ENSMUSG00000101249	Gm29216	Gene Expression
ENSMUSG00000073725	Lmbrd1	Gene Expression
ENSMUSG00000100808	Gm28594	Gene Expression
ENSMUSG00000100483	Gm28237	Gene Expression
ENSMUSG00000100450	Gm9443	Gene Expression
ENSMUSG00000099392	Gm29414	Gene Expression
ENSMUSG00000033569	Adgrb3	Gene Expression
ENSMUSG00000080849	Gm15702	Gene Expression
ENSMUSG00000104257	Gm20172	Gene Expression
ENSMUSG00000096866	Gm22260	Gene Expression
ENSMUSG00000102296	Gm37543	Gene Expression
ENSMUSG00000103209	Gm37331	Gene Expression
ENSMUSG00000104027	Gm37211	Gene Expression
ENSMUSG00000102407	Gm37862	Gene Expression
ENSMUSG00000103214	Gm38286	Gene Expression
ENSMUSG00000104100	Gm37880	Gene Expression
ENSMUSG00000084740	Gm25294	Gene Expression
ENSMUSG00000103889	Gm37011	Gene Expression
ENSMUSG00000101301	Gm29214	Gene Expression
ENSMUSG00000104221	Gm37051	Gene Expression
ENSMUSG00000102250	Gm38260	Gene Expression
ENSMUSG00000102317	Gm37628	Gene Expression
ENSMUSG00000103563	8030445P17Rik	Gene Expression
ENSMUSG00000102465	Gm38198	Gene Expression
ENSMUSG00000102659	Gm37077	Gene Expression
ENSMUSG00000103924	Gm37895	Gene Expression
ENSMUSG00000104132	Gm36952	Gene Expression
ENSMUSG00000102747	Gm37602	Gene Expression
ENSMUSG00000102386	2900022M07Rik	Gene Expression
ENSMUSG00000103004	2900002M20Rik	Gene Expression
ENSMUSG00000104516	Gm9884	Gene Expression
ENSMUSG00000101618	Gm18443	Gene Expression
ENSMUSG00000099458	Gm19123	Gene Expression
ENSMUSG00000088111	Gm24064	Gene Expression
ENSMUSG00000073722	4931408C20Rik	Gene Expression
ENSMUSG00000095256	n-R5s209	Gene Expression
ENSMUSG00000100310	Gm19641	Gene Expression
ENSMUSG00000101514	Gm5524	Gene Expression
ENSMUSG00000101033	Gm18776	Gene Expression
ENSMUSG00000101372	Gm19028	Gene Expression
ENSMUSG00000103241	Gm38089	Gene Expression
ENSMUSG00000086240	Gm7846	Gene Expression
ENSMUSG00000048411	Gm597	Gene Expression
ENSMUSG00000081557	Gm5697	Gene Expression
ENSMUSG00000058590	Gm6462	Gene Expression
ENSMUSG00000101235	Gm18033	Gene Expression
ENSMUSG00000064433	Gm25586	Gene Expression
ENSMUSG00000080625	Gm22679	Gene Expression
ENSMUSG00000080391	Gm23785	Gene Expression
ENSMUSG00000099257	Mir6342	Gene Expression
ENSMUSG00000099492	Gm5525	Gene Expression
ENSMUSG00000118548	AC125120.1	Gene Expression
ENSMUSG00000101726	Gm7858	Gene Expression
ENSMUSG00000096829	Gm23771	Gene Expression
ENSMUSG00000098883	Gm27430	Gene Expression
ENSMUSG00000053185	Gm9898	Gene Expression
ENSMUSG00000100261	Gm6473	Gene Expression
ENSMUSG00000101180	Gm2914	Gene Expression
ENSMUSG00000048874	Phf3	Gene Expression
ENSMUSG00000103783	Gm37522	Gene Expression
ENSMUSG00000104315	Gm37906	Gene Expression
ENSMUSG00000026064	Ptp4a1	Gene Expression
ENSMUSG00000117310	Ptp4a1	Gene Expression
ENSMUSG00000117091	Gm5698	Gene Expression
ENSMUSG00000086726	Gm9458	Gene Expression
ENSMUSG00000086727	4931428L18Rik	Gene Expression
ENSMUSG00000100237	Gm28644	Gene Expression
ENSMUSG00000098529	Gm27362	Gene Expression
ENSMUSG00000100910	Gm29128	Gene Expression
ENSMUSG00000099796	Gm7893	Gene Expression
ENSMUSG00000050217	Lgsn	Gene Expression
ENSMUSG00000026063	Pih1d3	Gene Expression
ENSMUSG00000077664	Gm26145	Gene Expression
ENSMUSG00000100205	Gm4850	Gene Expression
ENSMUSG00000100592	Gm28645	Gene Expression
ENSMUSG00000094215	Gm6489	Gene Expression
ENSMUSG00000101093	Gm10307	Gene Expression
ENSMUSG00000070960	Gm19680	Gene Expression
ENSMUSG00000088620	Gm23032	Gene Expression
ENSMUSG00000082159	Gm7910	Gene Expression
ENSMUSG00000026058	Khdrbs2	Gene Expression
ENSMUSG00000064688	Gm25814	Gene Expression
ENSMUSG00000103482	Gm37999	Gene Expression
ENSMUSG00000104498	Gm37110	Gene Expression
ENSMUSG00000104313	Gm37911	Gene Expression
ENSMUSG00000102865	Gm9839	Gene Expression
ENSMUSG00000102321	Gm37792	Gene Expression
ENSMUSG00000091318	Gm5415	Gene Expression
ENSMUSG00000089489	Gm24732	Gene Expression
ENSMUSG00000104433	Gm37426	Gene Expression
ENSMUSG00000089395	Gm23024	Gene Expression
ENSMUSG00000102926	Gm37151	Gene Expression
ENSMUSG00000100497	Gm28624	Gene Expression
ENSMUSG00000102917	Gm37724	Gene Expression
ENSMUSG00000100481	Gm7114	Gene Expression
ENSMUSG00000100590	Gm4785	Gene Expression
ENSMUSG00000088750	Gm24901	Gene Expression
ENSMUSG00000104230	Gm37591	Gene Expression
ENSMUSG00000101754	Gm2987	Gene Expression
ENSMUSG00000065223	Gm25792	Gene Expression
ENSMUSG00000100318	Gm18799	Gene Expression
ENSMUSG00000101612	Gm7933	Gene Expression
ENSMUSG00000065260	Gm23453	Gene Expression
ENSMUSG00000026134	Prim2	Gene Expression
ENSMUSG00000101682	Gm29228	Gene Expression
ENSMUSG00000102714	Gm37618	Gene Expression
ENSMUSG00000102093	Gm17813	Gene Expression
ENSMUSG00000103746	1700001G17Rik	Gene Expression
ENSMUSG00000102198	Gm38173	Gene Expression
ENSMUSG00000004768	Rab23	Gene Expression
ENSMUSG00000042215	Bag2	Gene Expression
ENSMUSG00000103072	Gm37905	Gene Expression
ENSMUSG00000042197	Zfp451	Gene Expression
ENSMUSG00000081402	Gm15455	Gene Expression
ENSMUSG00000042182	Bend6	Gene Expression
ENSMUSG00000104416	Gm37067	Gene Expression
ENSMUSG00000026131	Dst	Gene Expression
ENSMUSG00000103596	Gm37354	Gene Expression
ENSMUSG00000099382	Gm28631	Gene Expression
ENSMUSG00000084506	Gm23792	Gene Expression
ENSMUSG00000103364	Gm38157	Gene Expression
ENSMUSG00000105982	Mir6896	Gene Expression
ENSMUSG00000096992	Gm26788	Gene Expression
ENSMUSG00000103001	A930005N03Rik	Gene Expression
ENSMUSG00000104397	Gm37958	Gene Expression
ENSMUSG00000102839	Gm37385	Gene Expression
ENSMUSG00000101206	Gm5266	Gene Expression
ENSMUSG00000101462	Gm3052	Gene Expression
ENSMUSG00000102336	Gm37233	Gene Expression
ENSMUSG00000092852	Mir5103	Gene Expression
ENSMUSG00000042111	Ccdc115	Gene Expression
ENSMUSG00000101711	Gm28306	Gene Expression
ENSMUSG00000026127	Imp4	Gene Expression
ENSMUSG00000026126	Ptpn18	Gene Expression
ENSMUSG00000100280	Gm28417	Gene Expression
ENSMUSG00000101223	4930568A12Rik	Gene Expression
ENSMUSG00000026125	Prss39	Gene Expression
ENSMUSG00000101116	Gm28416	Gene Expression
ENSMUSG00000026124	Cfc1	Gene Expression
ENSMUSG00000101803	Gm28419	Gene Expression
ENSMUSG00000037529	Prss40	Gene Expression
ENSMUSG00000045815	1700101I19Rik	Gene Expression
ENSMUSG00000045174	Amer3	Gene Expression
ENSMUSG00000100524	Gm28418	Gene Expression
ENSMUSG00000102499	Gm36984	Gene Expression
ENSMUSG00000103521	Gm29730	Gene Expression
ENSMUSG00000104098	AA619741	Gene Expression
ENSMUSG00000037509	Arhgef4	Gene Expression
ENSMUSG00000102537	Gm37224	Gene Expression
ENSMUSG00000102612	Gm37845	Gene Expression
ENSMUSG00000118272	Arhgef4	Gene Expression
ENSMUSG00000104002	Gm38336	Gene Expression
ENSMUSG00000037503	Fam168b	Gene Expression
ENSMUSG00000104358	Gm37127	Gene Expression
ENSMUSG00000026123	Plekhb2	Gene Expression
ENSMUSG00000103716	Gm19430	Gene Expression
ENSMUSG00000103548	Gm37670	Gene Expression
ENSMUSG00000103760	Gm8009	Gene Expression
ENSMUSG00000103997	Gm38027	Gene Expression
ENSMUSG00000077231	Gm25096	Gene Expression
ENSMUSG00000104417	Gm37068	Gene Expression
ENSMUSG00000064601	Gm25634	Gene Expression
ENSMUSG00000101714	Gm28415	Gene Expression
ENSMUSG00000102531	1110002O04Rik	Gene Expression
ENSMUSG00000103096	Gm8022	Gene Expression
ENSMUSG00000102279	Gm37146	Gene Expression
ENSMUSG00000103708	Gm33222	Gene Expression
ENSMUSG00000104201	4930535G08Rik	Gene Expression
ENSMUSG00000102434	Gm38049	Gene Expression
ENSMUSG00000045216	Hs6st1	Gene Expression
ENSMUSG00000104523	Gm37335	Gene Expression
ENSMUSG00000102202	Gm33280	Gene Expression
ENSMUSG00000037470	Uggt1	Gene Expression
ENSMUSG00000098752	Mir6897	Gene Expression
ENSMUSG00000047180	Neurl3	Gene Expression
ENSMUSG00000037447	Arid5a	Gene Expression
ENSMUSG00000102762	4930403P22Rik	Gene Expression
ENSMUSG00000010453	Kansl3	Gene Expression
ENSMUSG00000098680	Mir6898	Gene Expression
ENSMUSG00000037432	Fer1l5	Gene Expression
ENSMUSG00000001143	Lman2l	Gene Expression
ENSMUSG00000037408	Cnnm4	Gene Expression
ENSMUSG00000104316	Gm37909	Gene Expression
ENSMUSG00000106081	Gm47280	Gene Expression
ENSMUSG00000001138	Cnnm3	Gene Expression
ENSMUSG00000102845	Gm38033	Gene Expression
ENSMUSG00000067653	Ankrd23	Gene Expression
ENSMUSG00000109510	Gm42417	Gene Expression
ENSMUSG00000079610	Ankrd39	Gene Expression
ENSMUSG00000026121	Sema4c	Gene Expression
ENSMUSG00000087589	D430040D24Rik	Gene Expression
ENSMUSG00000046337	Fam178b	Gene Expression
ENSMUSG00000089906	Gm6428	Gene Expression
ENSMUSG00000077939	Gm24133	Gene Expression
ENSMUSG00000061518	Cox5b	Gene Expression
ENSMUSG00000037351	Actr1b	Gene Expression
ENSMUSG00000102416	4933424G06Rik	Gene Expression
ENSMUSG00000104237	Gm33533	Gene Expression
ENSMUSG00000026117	Zap70	Gene Expression
ENSMUSG00000097291	Gm18828	Gene Expression
ENSMUSG00000026116	Tmem131	Gene Expression
ENSMUSG00000103016	Gm37506	Gene Expression
ENSMUSG00000102930	Gm38115	Gene Expression
ENSMUSG00000103159	F830112A20Rik	Gene Expression
ENSMUSG00000080054	Rpl12-ps1	Gene Expression
ENSMUSG00000095944	n-R5s210	Gene Expression
ENSMUSG00000050122	Vwa3b	Gene Expression
ENSMUSG00000103603	Gm37020	Gene Expression
ENSMUSG00000026114	Cnga3	Gene Expression
ENSMUSG00000102231	1700074A21Rik	Gene Expression
ENSMUSG00000026113	Inpp4a	Gene Expression
ENSMUSG00000086064	4930439A04Rik	Gene Expression
ENSMUSG00000102879	Gm37135	Gene Expression
ENSMUSG00000026112	Coa5	Gene Expression
ENSMUSG00000026111	Unc50	Gene Expression
ENSMUSG00000026110	Mgat4a	Gene Expression
ENSMUSG00000103948	4930594C11Rik	Gene Expression
ENSMUSG00000087233	Gm43213	Gene Expression
ENSMUSG00000026090	2010300C02Rik	Gene Expression
ENSMUSG00000089767	4930556I23Rik	Gene Expression
ENSMUSG00000104365	4930470B04Rik	Gene Expression
ENSMUSG00000102650	Gm19863	Gene Expression
ENSMUSG00000060771	Tsga10	Gene Expression
