,sample,Spot_col,Spot_row,col,row,in_tissue,Tissue,Brain
94x115,P0-1,94,115,1598,1091,1,Brain,Cere_EGZ
94x116,P0-1,94,116,1595,1100,1,Brain,Cere_EGZ
94x117,P0-1,94,117,1593,1109,1,Brain,Cere_PCC
94x118,P0-1,94,118,1590,1118,1,Brain,Cere_PCC
94x119,P0-1,94,119,1588,1128,1,Brain,Cere_PCC
94x120,P0-1,94,120,1585,1137,1,Brain,Cere_PCC
94x121,P0-1,94,121,1583,1146,1,Brain,Cere_PCC
94x122,P0-1,94,122,1579,1155,1,Brain,Cere_PCC
94x123,P0-1,94,123,1577,1164,1,Brain,CbN
94x124,P0-1,94,124,1574,1174,1,Brain,CbN
94x125,P0-1,94,125,1572,1182,1,Brain,CbN
94x126,P0-1,94,126,1569,1192,1,Brain,CbN
94x127,P0-1,94,127,1567,1202,1,Brain,CbN
94x128,P0-1,94,128,1564,1210,1,Brain,CbN
94x129,P0-1,94,129,1562,1220,1,Brain,CbN
94x130,P0-1,94,130,1560,1229,1,Brain,CbN
94x131,P0-1,94,131,1556,1238,1,Brain,CbN
94x132,P0-1,94,132,1554,1247,1,Brain,CbN
94x133,P0-1,94,133,1551,1257,1,Brain,CbN
94x134,P0-1,94,134,1548,1266,1,Brain,CbN
94x135,P0-1,94,135,1546,1275,1,Brain,CbN
94x136,P0-1,94,136,1544,1285,1,Brain,CbN
94x148,P0-1,94,148,1513,1395,1,Brain,Medulla and Pons(Hb)
94x149,P0-1,94,149,1510,1404,1,Brain,Medulla and Pons(Hb)
94x150,P0-1,94,150,1507,1414,1,Brain,Medulla and Pons(Hb)
94x151,P0-1,94,151,1488,1483,1,Brain,Medulla and Pons(Hb)
94x152,P0-1,94,152,1485,1492,1,Brain,Medulla and Pons(Hb)
94x153,P0-1,94,153,1482,1501,1,Brain,Medulla and Pons(Hb)
94x154,P0-1,94,154,1480,1510,1,Brain,Medulla and Pons(Hb)
94x155,P0-1,94,155,1478,1520,1,Brain,Medulla and Pons(Hb)
94x156,P0-1,94,156,1475,1528,1,Brain,Medulla and Pons(Hb)
94x157,P0-1,94,157,1473,1538,1,Brain,Medulla and Pons(Hb)
94x158,P0-1,94,158,1470,1548,1,Brain,Medulla and Pons(Hb)
94x159,P0-1,94,159,1468,1556,1,Brain,Medulla and Pons(Hb)
94x160,P0-1,94,160,1465,1566,1,Brain,Medulla and Pons(Hb)
94x161,P0-1,94,161,1462,1574,1,Brain,Medulla and Pons(Hb)
94x162,P0-1,94,162,1459,1584,1,Brain,Medulla and Pons(Hb)
94x163,P0-1,94,163,1457,1593,1,Brain,Medulla and Pons(Hb)
94x164,P0-1,94,164,1454,1602,1,Brain,Medulla and Pons(Hb)
94x83,P0-1,94,83,1681,795,1,Brain,Mb
94x84,P0-1,94,84,1678,805,1,Brain,Mb
94x85,P0-1,94,85,1676,815,1,Brain,Mb
94x86,P0-1,94,86,1672,823,1,Brain,Mb
94x87,P0-1,94,87,1670,833,1,Brain,Mb
94x88,P0-1,94,88,1667,842,1,Brain,Mb
94x89,P0-1,94,89,1665,851,1,Brain,Mb
94x90,P0-1,94,90,1663,860,1,Brain,Mb
94x91,P0-1,94,91,1660,870,1,Brain,Mb
94x92,P0-1,94,92,1657,879,1,Brain,Mb
94x93,P0-1,94,93,1655,888,1,Brain,Mb
94x94,P0-1,94,94,1652,898,1,Brain,Mb IC
94x95,P0-1,94,95,1649,906,1,Brain,Mb IC
94x96,P0-1,94,96,1647,916,1,Brain,Mb IC
94x97,P0-1,94,97,1644,924,1,Brain,Mb IC
94x98,P0-1,94,98,1642,934,1,Brain,Mb IC
94x99,P0-1,94,99,1639,944,1,Brain,Mb IC
95x100,P0-1,95,100,1645,955,1,Brain,Mb IC
95x101,P0-1,95,101,1643,964,1,Brain,Mb IC
95x102,P0-1,95,102,1641,973,1,Brain,Mb IC
95x103,P0-1,95,103,1638,983,1,Brain,Mb IC
95x104,P0-1,95,104,1635,992,1,Brain,Mb IC
95x105,P0-1,95,105,1633,1001,1,Brain,Mb IC
95x106,P0-1,95,106,1630,1011,1,Brain,Mb IC
95x107,P0-1,95,107,1628,1019,1,Brain,Mb IC
95x108,P0-1,95,108,1625,1029,1,Brain,Mb IC
95x109,P0-1,95,109,1622,1038,1,Brain,Mb IC
95x110,P0-1,95,110,1620,1047,1,Brain,Mb IC
95x111,P0-1,95,111,1617,1057,1,Brain,Mb IC
95x112,P0-1,95,112,1615,1066,1,Brain,Mb IC
95x113,P0-1,95,113,1612,1075,1,Brain,CbN
95x114,P0-1,95,114,1610,1084,1,Brain,CbN
95x115,P0-1,95,115,1607,1094,1,Brain,Cere_EGZ
95x116,P0-1,95,116,1605,1102,1,Brain,Cere_EGZ
95x117,P0-1,95,117,1602,1112,1,Brain,Cere_PCC
95x118,P0-1,95,118,1599,1121,1,Brain,Cere_PCC
95x119,P0-1,95,119,1596,1130,1,Brain,Cere_PCC
95x120,P0-1,95,120,1594,1140,1,Brain,Cere_PCC
95x121,P0-1,95,121,1591,1148,1,Brain,Cere_PCC
95x122,P0-1,95,122,1589,1158,1,Brain,Cere_PCC
95x123,P0-1,95,123,1587,1167,1,Brain,Cere_PCC
95x124,P0-1,95,124,1584,1176,1,Brain,CbN
95x125,P0-1,95,125,1581,1186,1,Brain,CbN
95x126,P0-1,95,126,1579,1195,1,Brain,CbN
95x127,P0-1,95,127,1575,1204,1,Brain,CbN
95x128,P0-1,95,128,1573,1213,1,Brain,CbN
95x129,P0-1,95,129,1571,1222,1,Brain,CbN
95x130,P0-1,95,130,1568,1231,1,Brain,CbN
95x131,P0-1,95,131,1566,1241,1,Brain,CbN
95x132,P0-1,95,132,1563,1250,1,Brain,CbN
95x133,P0-1,95,133,1561,1259,1,Brain,CbN
95x134,P0-1,95,134,1558,1269,1,Brain,CbN
95x135,P0-1,95,135,1556,1278,1,Brain,CbN
95x147,P0-1,95,147,1524,1388,1,Brain,CbN
95x148,P0-1,95,148,1522,1398,1,Brain,Medulla and Pons(Hb)
95x149,P0-1,95,149,1519,1406,1,Brain,Medulla and Pons(Hb)
95x150,P0-1,95,150,1517,1416,1,Brain,Medulla and Pons(Hb)
95x151,P0-1,95,151,1497,1485,1,Brain,Medulla and Pons(Hb)
95x152,P0-1,95,152,1495,1494,1,Brain,Medulla and Pons(Hb)
95x153,P0-1,95,153,1492,1504,1,Brain,Medulla and Pons(Hb)
95x154,P0-1,95,154,1490,1512,1,Brain,Medulla and Pons(Hb)
95x155,P0-1,95,155,1487,1522,1,Brain,Medulla and Pons(Hb)
95x156,P0-1,95,156,1485,1531,1,Brain,Medulla and Pons(Hb)
95x157,P0-1,95,157,1481,1540,1,Brain,Medulla and Pons(Hb)
95x158,P0-1,95,158,1479,1550,1,Brain,Medulla and Pons(Hb)
95x159,P0-1,95,159,1476,1559,1,Brain,Medulla and Pons(Hb)
95x160,P0-1,95,160,1474,1568,1,Brain,Medulla and Pons(Hb)
95x161,P0-1,95,161,1471,1577,1,Brain,Medulla and Pons(Hb)
95x162,P0-1,95,162,1469,1587,1,Brain,Medulla and Pons(Hb)
95x163,P0-1,95,163,1467,1595,1,Brain,Medulla and Pons(Hb)
95x164,P0-1,95,164,1464,1605,1,Brain,Medulla and Pons(Hb)
95x82,P0-1,95,82,1692,789,1,Brain,Mb
95x83,P0-1,95,83,1689,799,1,Brain,Mb
95x84,P0-1,95,84,1687,807,1,Brain,Mb IC
95x85,P0-1,95,85,1684,817,1,Brain,Mb
95x86,P0-1,95,86,1682,826,1,Brain,Mb
95x87,P0-1,95,87,1679,835,1,Brain,Mb
95x88,P0-1,95,88,1677,844,1,Brain,Mb
95x89,P0-1,95,89,1675,854,1,Brain,Mb
95x90,P0-1,95,90,1672,863,1,Brain,Mb
95x91,P0-1,95,91,1669,872,1,Brain,Mb
95x92,P0-1,95,92,1666,882,1,Brain,Mb
95x93,P0-1,95,93,1664,890,1,Brain,Mb
95x94,P0-1,95,94,1661,900,1,Brain,Mb IC
95x95,P0-1,95,95,1659,909,1,Brain,Mb IC
95x96,P0-1,95,96,1656,918,1,Brain,Mb IC
95x97,P0-1,95,97,1654,928,1,Brain,Mb IC
95x98,P0-1,95,98,1651,937,1,Brain,Mb IC
95x99,P0-1,95,99,1649,946,1,Brain,Mb IC
96x100,P0-1,96,100,1655,957,1,Brain,Mb IC
96x101,P0-1,96,101,1652,967,1,Brain,Mb IC
96x102,P0-1,96,102,1650,976,1,Brain,Mb IC
96x103,P0-1,96,103,1648,985,1,Brain,Mb IC
96x104,P0-1,96,104,1645,995,1,Brain,Mb IC
96x105,P0-1,96,105,1643,1004,1,Brain,Mb IC
96x106,P0-1,96,106,1639,1013,1,Brain,Mb IC
96x107,P0-1,96,107,1637,1022,1,Brain,Mb IC
96x108,P0-1,96,108,1634,1031,1,Brain,Mb IC
96x109,P0-1,96,109,1632,1040,1,Brain,Mb IC
96x110,P0-1,96,110,1629,1050,1,Brain,Mb IC
96x111,P0-1,96,111,1627,1059,1,Brain,Mb IC
96x112,P0-1,96,112,1624,1068,1,Brain,Cere_PCC
96x113,P0-1,96,113,1622,1078,1,Brain,CbN
96x114,P0-1,96,114,1619,1086,1,Brain,CbN
96x115,P0-1,96,115,1616,1096,1,Brain,Cere_EGZ
96x116,P0-1,96,116,1614,1105,1,Brain,Cere_EGZ
96x117,P0-1,96,117,1611,1114,1,Brain,Cere_PCC
96x118,P0-1,96,118,1608,1124,1,Brain,Cere_PCC
96x119,P0-1,96,119,1606,1133,1,Brain,Cere_PCC
96x120,P0-1,96,120,1603,1142,1,Brain,Cere_PCC
96x121,P0-1,96,121,1601,1151,1,Brain,Cere_PCC
96x122,P0-1,96,122,1599,1161,1,Brain,CbN
96x123,P0-1,96,123,1596,1169,1,Brain,CbN
96x124,P0-1,96,124,1593,1179,1,Brain,CbN
96x125,P0-1,96,125,1590,1188,1,Brain,CbN
96x126,P0-1,96,126,1588,1197,1,Brain,CbN
96x127,P0-1,96,127,1585,1207,1,Brain,CbN
96x128,P0-1,96,128,1583,1215,1,Brain,CbN
96x129,P0-1,96,129,1580,1225,1,Brain,CbN
96x130,P0-1,96,130,1578,1234,1,Brain,CbN
96x131,P0-1,96,131,1575,1243,1,Brain,CbN
96x132,P0-1,96,132,1573,1253,1,Brain,CbN
96x133,P0-1,96,133,1569,1262,1,Brain,CbN
96x134,P0-1,96,134,1567,1271,1,Brain,CbN
96x135,P0-1,96,135,1565,1280,1,Brain,CbN
96x146,P0-1,96,146,1536,1382,1,Brain,CbN
96x147,P0-1,96,147,1534,1391,1,Brain,CbN
96x148,P0-1,96,148,1531,1400,1,Brain,CbN
96x149,P0-1,96,149,1529,1409,1,Brain,Medulla and Pons(Hb)
96x150,P0-1,96,150,1526,1419,1,Brain,Medulla and Pons(Hb)
96x151,P0-1,96,151,1507,1488,1,Brain,Medulla and Pons(Hb)
96x152,P0-1,96,152,1504,1497,1,Brain,Medulla and Pons(Hb)
96x153,P0-1,96,153,1501,1506,1,Brain,Medulla and Pons(Hb)
96x154,P0-1,96,154,1498,1515,1,Brain,Medulla and Pons(Hb)
96x155,P0-1,96,155,1496,1524,1,Brain,Medulla and Pons(Hb)
96x156,P0-1,96,156,1493,1534,1,Brain,Medulla and Pons(Hb)
96x157,P0-1,96,157,1491,1543,1,Brain,Medulla and Pons(Hb)
96x158,P0-1,96,158,1488,1552,1,Brain,Medulla and Pons(Hb)
96x159,P0-1,96,159,1486,1561,1,Brain,Medulla and Pons(Hb)
96x160,P0-1,96,160,1483,1571,1,Brain,Medulla and Pons(Hb)
96x161,P0-1,96,161,1481,1579,1,Brain,Medulla and Pons(Hb)
96x162,P0-1,96,162,1479,1589,1,Brain,Medulla and Pons(Hb)
96x163,P0-1,96,163,1475,1599,1,Brain,Medulla and Pons(Hb)
96x164,P0-1,96,164,1473,1607,1,Brain,Medulla and Pons(Hb)
96x81,P0-1,96,81,1704,782,1,Brain,Mb
96x82,P0-1,96,82,1702,792,1,Brain,Mb
96x83,P0-1,96,83,1699,801,1,Brain,Mb
96x84,P0-1,96,84,1697,810,1,Brain,Mb
96x85,P0-1,96,85,1694,820,1,Brain,Mb
96x86,P0-1,96,86,1692,828,1,Brain,Mb
96x87,P0-1,96,87,1688,838,1,Brain,Mb
96x88,P0-1,96,88,1686,846,1,Brain,Mb
96x89,P0-1,96,89,1683,856,1,Brain,Mb
96x90,P0-1,96,90,1681,866,1,Brain,Mb
96x91,P0-1,96,91,1678,875,1,Brain,Mb
96x92,P0-1,96,92,1676,884,1,Brain,Mb
96x93,P0-1,96,93,1673,893,1,Brain,Mb
96x94,P0-1,96,94,1671,903,1,Brain,Mb
96x95,P0-1,96,95,1668,911,1,Brain,Mb IC
96x96,P0-1,96,96,1665,921,1,Brain,Mb IC
96x97,P0-1,96,97,1662,930,1,Brain,Mb IC
96x98,P0-1,96,98,1660,939,1,Brain,Mb IC
96x99,P0-1,96,99,1657,949,1,Brain,Mb IC
97x100,P0-1,97,100,1665,960,1,Brain,Mb IC
97x101,P0-1,97,101,1662,970,1,Brain,Mb IC
97x102,P0-1,97,102,1659,979,1,Brain,Mb IC
97x103,P0-1,97,103,1656,988,1,Brain,Mb IC
97x104,P0-1,97,104,1654,997,1,Brain,Mb IC
97x105,P0-1,97,105,1651,1006,1,Brain,Mb IC
97x106,P0-1,97,106,1649,1016,1,Brain,Mb IC
97x107,P0-1,97,107,1646,1024,1,Brain,Mb IC
97x108,P0-1,97,108,1644,1034,1,Brain,Mb IC
97x109,P0-1,97,109,1641,1044,1,Brain,Mb IC
97x110,P0-1,97,110,1639,1052,1,Brain,Mb IC
97x111,P0-1,97,111,1635,1062,1,Brain,Mb
97x112,P0-1,97,112,1633,1070,1,Brain,Hy
97x113,P0-1,97,113,1630,1080,1,Brain,CbN
97x114,P0-1,97,114,1628,1089,1,Brain,CbN
97x116,P0-1,97,116,1623,1108,1,Brain,Cere_EGZ
97x117,P0-1,97,117,1621,1117,1,Brain,Cere_PCC
97x118,P0-1,97,118,1618,1126,1,Brain,Cere_PCC
97x119,P0-1,97,119,1616,1135,1,Brain,Cere_PCC
97x120,P0-1,97,120,1612,1145,1,Brain,Cere_PCC
97x121,P0-1,97,121,1610,1153,1,Brain,Cere_PCC
97x122,P0-1,97,122,1607,1163,1,Brain,CbN
97x123,P0-1,97,123,1605,1173,1,Brain,CbN
97x124,P0-1,97,124,1602,1181,1,Brain,CbN
97x125,P0-1,97,125,1600,1191,1,Brain,CbN
97x126,P0-1,97,126,1597,1200,1,Brain,CbN
97x127,P0-1,97,127,1595,1209,1,Brain,CbN
97x128,P0-1,97,128,1592,1218,1,Brain,CbN
97x129,P0-1,97,129,1589,1227,1,Brain,CbN
97x130,P0-1,97,130,1586,1237,1,Brain,CbN
97x131,P0-1,97,131,1584,1246,1,Brain,CbN
97x132,P0-1,97,132,1581,1255,1,Brain,CbN
97x133,P0-1,97,133,1579,1264,1,Brain,CbN
97x134,P0-1,97,134,1576,1274,1,Brain,CbN
97x135,P0-1,97,135,1574,1282,1,Brain,CbN
97x146,P0-1,97,146,1546,1385,1,Brain,CbN
97x147,P0-1,97,147,1542,1393,1,Brain,CbN
97x148,P0-1,97,148,1540,1403,1,Brain,Medulla and Pons(Hb)
97x149,P0-1,97,149,1538,1411,1,Brain,Medulla and Pons(Hb)
97x150,P0-1,97,150,1535,1421,1,Brain,Medulla and Pons(Hb)
97x151,P0-1,97,151,1515,1490,1,Brain,Medulla and Pons(Hb)
97x152,P0-1,97,152,1513,1499,1,Brain,Medulla and Pons(Hb)
97x153,P0-1,97,153,1510,1509,1,Brain,Medulla and Pons(Hb)
97x154,P0-1,97,154,1508,1517,1,Brain,Medulla and Pons(Hb)
97x155,P0-1,97,155,1506,1527,1,Brain,Medulla and Pons(Hb)
97x156,P0-1,97,156,1503,1537,1,Brain,Medulla and Pons(Hb)
97x157,P0-1,97,157,1501,1545,1,Brain,Medulla and Pons(Hb)
97x158,P0-1,97,158,1498,1555,1,Brain,Medulla and Pons(Hb)
97x159,P0-1,97,159,1495,1563,1,Brain,Medulla and Pons(Hb)
97x160,P0-1,97,160,1492,1573,1,Brain,Medulla and Pons(Hb)
97x161,P0-1,97,161,1490,1582,1,Brain,Medulla and Pons(Hb)
97x162,P0-1,97,162,1487,1591,1,Brain,Medulla and Pons(Hb)
97x163,P0-1,97,163,1485,1601,1,Brain,Medulla and Pons(Hb)
97x164,P0-1,97,164,1482,1610,1,Brain,Medulla and Pons(Hb)
97x79,P0-1,97,79,1719,766,1,Brain,Mb IC
97x80,P0-1,97,80,1716,776,1,Brain,Mb
97x81,P0-1,97,81,1714,786,1,Brain,Mb
97x82,P0-1,97,82,1711,794,1,Brain,Mb
97x83,P0-1,97,83,1709,804,1,Brain,Mb
97x84,P0-1,97,84,1705,812,1,Brain,Mb
97x85,P0-1,97,85,1703,822,1,Brain,Mb
97x86,P0-1,97,86,1700,831,1,Brain,Mb
97x87,P0-1,97,87,1698,840,1,Brain,Mb
97x88,P0-1,97,88,1695,850,1,Brain,Mb
97x89,P0-1,97,89,1693,859,1,Brain,Mb
97x90,P0-1,97,90,1690,868,1,Brain,Mb
97x91,P0-1,97,91,1688,877,1,Brain,Mb
97x92,P0-1,97,92,1685,887,1,Brain,Mb
97x93,P0-1,97,93,1682,895,1,Brain,Mb
97x94,P0-1,97,94,1679,905,1,Brain,Mb
97x95,P0-1,97,95,1677,915,1,Brain,Mb IC
97x96,P0-1,97,96,1675,923,1,Brain,Mb IC
97x97,P0-1,97,97,1672,933,1,Brain,Mb IC
97x98,P0-1,97,98,1670,942,1,Brain,Mb IC
97x99,P0-1,97,99,1667,951,1,Brain,Mb IC
98x100,P0-1,98,100,1673,962,1,Brain,Mb IC
98x101,P0-1,98,101,1671,972,1,Brain,Mb IC
98x102,P0-1,98,102,1668,982,1,Brain,Mb IC
98x103,P0-1,98,103,1666,990,1,Brain,Mb IC
98x104,P0-1,98,104,1663,1000,1,Brain,Mb IC
98x105,P0-1,98,105,1661,1009,1,Brain,Mb IC
98x106,P0-1,98,106,1658,1018,1,Brain,Mb IC
98x107,P0-1,98,107,1655,1027,1,Brain,Mb IC
98x108,P0-1,98,108,1653,1036,1,Brain,Mb IC
98x109,P0-1,98,109,1650,1046,1,Brain,Mb IC
98x110,P0-1,98,110,1648,1055,1,Brain,Mb IC
98x111,P0-1,98,111,1645,1064,1,Brain,Mb
98x112,P0-1,98,112,1643,1073,1,Brain,Medulla and Pons(Hb)
98x113,P0-1,98,113,1640,1083,1,Brain,CbN
98x114,P0-1,98,114,1638,1091,1,Brain,CbN
98x116,P0-1,98,116,1632,1110,1,Brain,Cere_EGZ
98x117,P0-1,98,117,1629,1119,1,Brain,Cere_EGZ
98x118,P0-1,98,118,1627,1129,1,Brain,Cere_PCC
98x119,P0-1,98,119,1624,1138,1,Brain,Cere_PCC
98x120,P0-1,98,120,1622,1147,1,Brain,Cere_PCC
98x121,P0-1,98,121,1619,1156,1,Brain,Cere_PCC
98x122,P0-1,98,122,1617,1166,1,Brain,CbN
98x123,P0-1,98,123,1614,1175,1,Brain,CbN
98x124,P0-1,98,124,1612,1184,1,Brain,CbN
98x125,P0-1,98,125,1609,1194,1,Brain,CbN
98x126,P0-1,98,126,1606,1202,1,Brain,CbN
98x127,P0-1,98,127,1603,1212,1,Brain,CbN
98x128,P0-1,98,128,1601,1220,1,Brain,CbN
98x129,P0-1,98,129,1599,1230,1,Brain,CbN
98x130,P0-1,98,130,1596,1240,1,Brain,CbN
98x131,P0-1,98,131,1594,1248,1,Brain,CbN
98x132,P0-1,98,132,1591,1258,1,Brain,CbN
98x133,P0-1,98,133,1589,1267,1,Brain,CbN
98x134,P0-1,98,134,1586,1276,1,Brain,CbN
98x135,P0-1,98,135,1583,1285,1,Brain,CbN
98x143,P0-1,98,143,1563,1359,1,Brain,CbN
98x144,P0-1,98,144,1559,1369,1,Brain,CbN
98x145,P0-1,98,145,1557,1377,1,Brain,CbN
98x146,P0-1,98,146,1554,1387,1,Brain,CbN
98x147,P0-1,98,147,1552,1396,1,Brain,CbN
98x148,P0-1,98,148,1550,1405,1,Brain,Medulla and Pons(Hb)
98x149,P0-1,98,149,1547,1414,1,Brain,Medulla and Pons(Hb)
98x150,P0-1,98,150,1545,1424,1,Brain,Medulla and Pons(Hb)
98x151,P0-1,98,151,1525,1493,1,Brain,Medulla and Pons(Hb)
98x152,P0-1,98,152,1523,1502,1,Brain,Medulla and Pons(Hb)
98x153,P0-1,98,153,1520,1511,1,Brain,Medulla and Pons(Hb)
98x154,P0-1,98,154,1518,1521,1,Brain,Medulla and Pons(Hb)
98x155,P0-1,98,155,1514,1529,1,Brain,Medulla and Pons(Hb)
98x156,P0-1,98,156,1512,1539,1,Brain,Medulla and Pons(Hb)
98x157,P0-1,98,157,1509,1548,1,Brain,Medulla and Pons(Hb)
98x158,P0-1,98,158,1507,1557,1,Brain,Medulla and Pons(Hb)
98x159,P0-1,98,159,1504,1566,1,Brain,Medulla and Pons(Hb)
98x160,P0-1,98,160,1502,1576,1,Brain,Medulla and Pons(Hb)
98x161,P0-1,98,161,1499,1585,1,Brain,Medulla and Pons(Hb)
98x162,P0-1,98,162,1497,1594,1,Brain,Medulla and Pons(Hb)
98x163,P0-1,98,163,1494,1604,1,Brain,Medulla and Pons(Hb)
98x164,P0-1,98,164,1491,1612,1,Brain,Medulla and Pons(Hb)
98x78,P0-1,98,78,1731,760,1,Brain,Mb
98x79,P0-1,98,79,1728,769,1,Brain,Mb IC
98x80,P0-1,98,80,1725,778,1,Brain,Mb
98x81,P0-1,98,81,1722,788,1,Brain,Mb
98x82,P0-1,98,82,1720,797,1,Brain,Mb
98x83,P0-1,98,83,1717,806,1,Brain,Mb
98x84,P0-1,98,84,1715,815,1,Brain,Mb
98x85,P0-1,98,85,1712,825,1,Brain,Mb
98x86,P0-1,98,86,1710,833,1,Brain,Mb
98x87,P0-1,98,87,1707,843,1,Brain,Mb
98x88,P0-1,98,88,1705,853,1,Brain,Mb
98x89,P0-1,98,89,1702,861,1,Brain,Mb
98x90,P0-1,98,90,1699,871,1,Brain,Mb
98x91,P0-1,98,91,1697,879,1,Brain,Mb
98x92,P0-1,98,92,1694,889,1,Brain,Mb
98x93,P0-1,98,93,1692,898,1,Brain,Mb
98x94,P0-1,98,94,1689,907,1,Brain,Mb
98x95,P0-1,98,95,1687,917,1,Brain,Mb IC
98x96,P0-1,98,96,1684,926,1,Brain,Mb IC
98x97,P0-1,98,97,1682,935,1,Brain,Mb IC
98x98,P0-1,98,98,1678,944,1,Brain,Mb IC
98x99,P0-1,98,99,1676,954,1,Brain,Mb IC
99x100,P0-1,99,100,1683,966,1,Brain,Mb IC
99x101,P0-1,99,101,1681,974,1,Brain,Mb IC
99x102,P0-1,99,102,1678,984,1,Brain,Mb IC
99x103,P0-1,99,103,1676,993,1,Brain,Mb IC
99x104,P0-1,99,104,1672,1002,1,Brain,Mb IC
99x105,P0-1,99,105,1670,1011,1,Brain,Mb IC
99x106,P0-1,99,106,1667,1021,1,Brain,Mb IC
99x107,P0-1,99,107,1665,1029,1,Brain,Mb IC
99x108,P0-1,99,108,1662,1039,1,Brain,Mb IC
99x109,P0-1,99,109,1660,1049,1,Brain,Mb IC
99x110,P0-1,99,110,1657,1057,1,Brain,Mb IC
99x111,P0-1,99,111,1655,1067,1,Brain,Medulla and Pons(Hb)
99x112,P0-1,99,112,1652,1076,1,Brain,Medulla and Pons(Hb)
99x113,P0-1,99,113,1649,1085,1,Brain,Mb IC
99x114,P0-1,99,114,1646,1094,1,Brain,CbN
99x115,P0-1,99,115,1644,1103,1,Brain,CbN
99x116,P0-1,99,116,1641,1113,1,Brain,Cere_EGZ
99x117,P0-1,99,117,1639,1122,1,Brain,Cere_EGZ
99x118,P0-1,99,118,1636,1131,1,Brain,Cere_PCC
99x119,P0-1,99,119,1634,1140,1,Brain,Cere_PCC
99x120,P0-1,99,120,1631,1150,1,Brain,Cere_PCC
99x121,P0-1,99,121,1629,1158,1,Brain,Cere_PCC
99x122,P0-1,99,122,1626,1168,1,Brain,CbN
99x123,P0-1,99,123,1623,1178,1,Brain,CbN
99x124,P0-1,99,124,1621,1186,1,Brain,CbN
99x125,P0-1,99,125,1618,1196,1,Brain,CbN
99x126,P0-1,99,126,1616,1205,1,Brain,CbN
99x127,P0-1,99,127,1613,1214,1,Brain,CbN
99x128,P0-1,99,128,1611,1223,1,Brain,CbN
99x129,P0-1,99,129,1608,1233,1,Brain,CbN
99x130,P0-1,99,130,1606,1242,1,Brain,CbN
99x131,P0-1,99,131,1602,1251,1,Brain,CbN
99x132,P0-1,99,132,1600,1260,1,Brain,CbN
99x133,P0-1,99,133,1597,1269,1,Brain,CbN
99x134,P0-1,99,134,1595,1279,1,Brain,CbN
99x135,P0-1,99,135,1593,1287,1,Brain,CbN
99x136,P0-1,99,136,1590,1297,1,Brain,CbN
99x137,P0-1,99,137,1587,1307,1,Brain,CbN
99x138,P0-1,99,138,1585,1315,1,Brain,CbN
99x139,P0-1,99,139,1582,1325,1,Brain,CbN
99x140,P0-1,99,140,1579,1333,1,Brain,CbN
99x141,P0-1,99,141,1577,1343,1,Brain,CbN
99x142,P0-1,99,142,1574,1352,1,Brain,CbN
99x143,P0-1,99,143,1572,1361,1,Brain,CbN
99x144,P0-1,99,144,1569,1371,1,Brain,CbN
99x145,P0-1,99,145,1567,1380,1,Brain,CbN
99x146,P0-1,99,146,1564,1389,1,Brain,CbN
99x147,P0-1,99,147,1562,1398,1,Brain,Medulla and Pons(Hb)
99x148,P0-1,99,148,1559,1408,1,Brain,Medulla and Pons(Hb)
99x149,P0-1,99,149,1556,1416,1,Brain,Medulla and Pons(Hb)
99x150,P0-1,99,150,1553,1426,1,Brain,Medulla and Pons(Hb)
99x151,P0-1,99,151,1535,1495,1,Brain,Medulla and Pons(Hb)
99x152,P0-1,99,152,1531,1504,1,Brain,Medulla and Pons(Hb)
99x153,P0-1,99,153,1529,1514,1,Brain,Medulla and Pons(Hb)
99x154,P0-1,99,154,1526,1523,1,Brain,Medulla and Pons(Hb)
99x155,P0-1,99,155,1524,1532,1,Brain,Medulla and Pons(Hb)
99x156,P0-1,99,156,1521,1542,1,Brain,Medulla and Pons(Hb)
99x157,P0-1,99,157,1519,1550,1,Brain,Medulla and Pons(Hb)
99x158,P0-1,99,158,1516,1560,1,Brain,Medulla and Pons(Hb)
99x159,P0-1,99,159,1514,1569,1,Brain,Medulla and Pons(Hb)
99x160,P0-1,99,160,1511,1578,1,Brain,Medulla and Pons(Hb)
99x161,P0-1,99,161,1508,1588,1,Brain,Medulla and Pons(Hb)
99x162,P0-1,99,162,1506,1596,1,Brain,Medulla and Pons(Hb)
99x163,P0-1,99,163,1503,1606,1,Brain,Medulla and Pons(Hb)
99x164,P0-1,99,164,1501,1615,1,Brain,Medulla and Pons(Hb)
99x76,P0-1,99,76,1745,744,1,Brain,Mb
99x77,P0-1,99,77,1742,753,1,Brain,Mb
99x78,P0-1,99,78,1739,762,1,Brain,Mb
99x79,P0-1,99,79,1737,772,1,Brain,Mb
99x80,P0-1,99,80,1734,781,1,Brain,Mb
99x81,P0-1,99,81,1732,791,1,Brain,Mb
99x82,P0-1,99,82,1730,799,1,Brain,Mb
99x83,P0-1,99,83,1727,809,1,Brain,Mb
99x84,P0-1,99,84,1725,818,1,Brain,Mb
99x85,P0-1,99,85,1722,827,1,Brain,Mb
99x86,P0-1,99,86,1718,837,1,Brain,Mb
99x87,P0-1,99,87,1716,845,1,Brain,Mb
99x88,P0-1,99,88,1714,855,1,Brain,Mb
99x89,P0-1,99,89,1711,864,1,Brain,Mb
99x90,P0-1,99,90,1709,873,1,Brain,Mb
99x91,P0-1,99,91,1706,882,1,Brain,Mb
