,sample,Spot_col,Spot_row,col,row,in_tissue,Tissue,Brain
100x100,P0-1,100,100,1692,968,1,Brain,Mb IC
100x101,P0-1,100,101,1689,977,1,Brain,Mb IC
100x102,P0-1,100,102,1687,986,1,Brain,Mb IC
100x103,P0-1,100,103,1684,995,1,Brain,Mb IC
100x104,P0-1,100,104,1682,1005,1,Brain,Mb IC
100x105,P0-1,100,105,1679,1014,1,Brain,Mb IC
100x106,P0-1,100,106,1677,1023,1,Brain,Mb IC
100x107,P0-1,100,107,1674,1033,1,Brain,Mb IC
100x108,P0-1,100,108,1672,1042,1,Brain,Mb IC
100x109,P0-1,100,109,1668,1051,1,Brain,Mb IC
100x110,P0-1,100,110,1666,1060,1,Brain,Hy
100x111,P0-1,100,111,1663,1069,1,Brain,Medulla and Pons(Hb)
100x112,P0-1,100,112,1661,1078,1,Brain,Medulla and Pons(Hb)
100x113,P0-1,100,113,1658,1088,1,Brain,Mb IC
100x114,P0-1,100,114,1656,1097,1,Brain,CbN
100x115,P0-1,100,115,1654,1106,1,Brain,CbN
100x118,P0-1,100,118,1645,1134,1,Brain,Cere_EGZ
100x119,P0-1,100,119,1643,1142,1,Brain,Cere_PCC
100x120,P0-1,100,120,1640,1152,1,Brain,Cere_PCC
100x121,P0-1,100,121,1638,1162,1,Brain,CbN
100x122,P0-1,100,122,1635,1170,1,Brain,CbN
100x123,P0-1,100,123,1633,1180,1,Brain,CbN
100x124,P0-1,100,124,1630,1189,1,Brain,CbN
100x125,P0-1,100,125,1628,1198,1,Brain,CbN
100x126,P0-1,100,126,1625,1207,1,Brain,CbN
100x127,P0-1,100,127,1622,1217,1,Brain,CbN
100x128,P0-1,100,128,1619,1226,1,Brain,CbN
100x129,P0-1,100,129,1617,1235,1,Brain,CbN
100x130,P0-1,100,130,1614,1245,1,Brain,CbN
100x131,P0-1,100,131,1612,1253,1,Brain,CbN
100x132,P0-1,100,132,1609,1263,1,Brain,CbN
100x133,P0-1,100,133,1607,1272,1,Brain,CbN
100x134,P0-1,100,134,1605,1281,1,Brain,CbN
100x135,P0-1,100,135,1602,1291,1,Brain,CbN
100x136,P0-1,100,136,1599,1299,1,Brain,CbN
100x137,P0-1,100,137,1596,1309,1,Brain,CbN
100x138,P0-1,100,138,1594,1318,1,Brain,CbN
100x139,P0-1,100,139,1591,1327,1,Brain,CbN
100x140,P0-1,100,140,1589,1336,1,Brain,CbN
100x141,P0-1,100,141,1586,1346,1,Brain,CbN
100x142,P0-1,100,142,1584,1355,1,Brain,CbN
100x143,P0-1,100,143,1581,1364,1,Brain,CbN
100x144,P0-1,100,144,1579,1374,1,Brain,CbN
100x145,P0-1,100,145,1575,1382,1,Brain,CbN
100x146,P0-1,100,146,1573,1392,1,Brain,CbN
100x147,P0-1,100,147,1570,1401,1,Brain,Medulla and Pons(Hb)
100x148,P0-1,100,148,1568,1410,1,Brain,Medulla and Pons(Hb)
100x149,P0-1,100,149,1565,1420,1,Brain,Medulla and Pons(Hb)
100x150,P0-1,100,150,1563,1429,1,Brain,Medulla and Pons(Hb)
100x151,P0-1,100,151,1543,1498,1,Brain,Medulla and Pons(Hb)
100x152,P0-1,100,152,1541,1507,1,Brain,Medulla and Pons(Hb)
100x153,P0-1,100,153,1538,1516,1,Brain,Medulla and Pons(Hb)
100x154,P0-1,100,154,1536,1526,1,Brain,Medulla and Pons(Hb)
100x155,P0-1,100,155,1534,1535,1,Brain,Medulla and Pons(Hb)
100x156,P0-1,100,156,1531,1544,1,Brain,Medulla and Pons(Hb)
100x157,P0-1,100,157,1528,1553,1,Brain,Medulla and Pons(Hb)
100x158,P0-1,100,158,1525,1562,1,Brain,Medulla and Pons(Hb)
100x159,P0-1,100,159,1523,1571,1,Brain,Medulla and Pons(Hb)
100x160,P0-1,100,160,1520,1581,1,Brain,Medulla and Pons(Hb)
100x161,P0-1,100,161,1518,1590,1,Brain,Medulla and Pons(Hb)
100x162,P0-1,100,162,1515,1599,1,Brain,Medulla and Pons(Hb)
100x163,P0-1,100,163,1513,1609,1,Brain,Medulla and Pons(Hb)
100x164,P0-1,100,164,1510,1617,1,Brain,Medulla and Pons(Hb)
100x76,P0-1,100,76,1754,747,1,Brain,Mb
100x77,P0-1,100,77,1752,755,1,Brain,Mb
100x78,P0-1,100,78,1749,765,1,Brain,Mb
100x79,P0-1,100,79,1746,775,1,Brain,Mb
100x80,P0-1,100,80,1744,783,1,Brain,Mb
100x81,P0-1,100,81,1742,793,1,Brain,Mb
100x82,P0-1,100,82,1738,802,1,Brain,Mb
100x83,P0-1,100,83,1736,811,1,Brain,Mb
100x84,P0-1,100,84,1733,820,1,Brain,Mb
100x85,P0-1,100,85,1731,830,1,Brain,Mb
100x86,P0-1,100,86,1728,839,1,Brain,Mb
100x87,P0-1,100,87,1726,848,1,Brain,Mb
100x88,P0-1,100,88,1723,858,1,Brain,Mb
100x89,P0-1,100,89,1721,866,1,Brain,Mb
100x90,P0-1,100,90,1718,876,1,Brain,Mb
100x91,P0-1,100,91,1715,884,1,Brain,Mb
100x92,P0-1,100,92,1712,894,1,Brain,Mb
100x93,P0-1,100,93,1710,904,1,Brain,Mb
100x94,P0-1,100,94,1708,912,1,Brain,Mb
100x95,P0-1,100,95,1705,922,1,Brain,Mb
100x96,P0-1,100,96,1703,931,1,Brain,Mb
100x97,P0-1,100,97,1700,940,1,Brain,Mb IC
100x98,P0-1,100,98,1698,949,1,Brain,Mb IC
100x99,P0-1,100,99,1695,959,1,Brain,Mb IC
101x100,P0-1,101,100,1701,971,1,Brain,Mb IC
101x101,P0-1,101,101,1699,979,1,Brain,Mb IC
101x102,P0-1,101,102,1696,989,1,Brain,Mb IC
101x103,P0-1,101,103,1694,998,1,Brain,Mb IC
101x104,P0-1,101,104,1691,1007,1,Brain,Mb IC
101x105,P0-1,101,105,1689,1016,1,Brain,Mb IC
101x106,P0-1,101,106,1685,1025,1,Brain,Mb IC
101x107,P0-1,101,107,1683,1035,1,Brain,Mb IC
101x108,P0-1,101,108,1681,1044,1,Brain,Mb IC
101x109,P0-1,101,109,1678,1054,1,Brain,Mb
101x110,P0-1,101,110,1676,1062,1,Brain,Medulla and Pons(Hb)
101x111,P0-1,101,111,1673,1072,1,Brain,Medulla and Pons(Hb)
101x112,P0-1,101,112,1671,1081,1,Brain,Mb
101x113,P0-1,101,113,1668,1090,1,Brain,Medulla and Pons(Hb)
101x114,P0-1,101,114,1666,1100,1,Brain,Medulla and Pons(Hb)
101x115,P0-1,101,115,1662,1108,1,Brain,CbN
101x116,P0-1,101,116,1660,1118,1,Brain,CbN
101x120,P0-1,101,120,1650,1155,1,Brain,Cere_PCC
101x121,P0-1,101,121,1647,1164,1,Brain,CbN
101x122,P0-1,101,122,1645,1173,1,Brain,CbN
101x123,P0-1,101,123,1642,1183,1,Brain,CbN
101x124,P0-1,101,124,1639,1191,1,Brain,CbN
101x125,P0-1,101,125,1636,1201,1,Brain,CbN
101x126,P0-1,101,126,1634,1209,1,Brain,CbN
101x127,P0-1,101,127,1632,1219,1,Brain,CbN
101x128,P0-1,101,128,1629,1229,1,Brain,CbN
101x129,P0-1,101,129,1627,1237,1,Brain,CbN
101x130,P0-1,101,130,1624,1247,1,Brain,CbN
101x131,P0-1,101,131,1622,1256,1,Brain,CbN
101x132,P0-1,101,132,1619,1265,1,Brain,CbN
101x133,P0-1,101,133,1616,1274,1,Brain,CbN
101x134,P0-1,101,134,1613,1284,1,Brain,CbN
101x135,P0-1,101,135,1611,1293,1,Brain,CbN
101x136,P0-1,101,136,1608,1302,1,Brain,CbN
101x137,P0-1,101,137,1606,1312,1,Brain,CbN
101x138,P0-1,101,138,1603,1320,1,Brain,CbN
101x139,P0-1,101,139,1601,1330,1,Brain,CbN
101x140,P0-1,101,140,1598,1339,1,Brain,CbN
101x141,P0-1,101,141,1596,1348,1,Brain,CbN
101x142,P0-1,101,142,1592,1358,1,Brain,CbN
101x143,P0-1,101,143,1590,1366,1,Brain,CbN
101x144,P0-1,101,144,1587,1376,1,Brain,CbN
101x145,P0-1,101,145,1585,1385,1,Brain,CbN
101x146,P0-1,101,146,1582,1394,1,Brain,Medulla and Pons(Hb)
101x147,P0-1,101,147,1580,1403,1,Brain,Medulla and Pons(Hb)
101x148,P0-1,101,148,1578,1413,1,Brain,Medulla and Pons(Hb)
101x149,P0-1,101,149,1575,1422,1,Brain,Medulla and Pons(Hb)
101x150,P0-1,101,150,1573,1431,1,Brain,Medulla and Pons(Hb)
101x151,P0-1,101,151,1553,1500,1,Brain,Medulla and Pons(Hb)
101x152,P0-1,101,152,1550,1510,1,Brain,Medulla and Pons(Hb)
101x153,P0-1,101,153,1548,1519,1,Brain,Medulla and Pons(Hb)
101x154,P0-1,101,154,1545,1528,1,Brain,Medulla and Pons(Hb)
101x155,P0-1,101,155,1542,1537,1,Brain,Medulla and Pons(Hb)
101x156,P0-1,101,156,1540,1547,1,Brain,Medulla and Pons(Hb)
101x157,P0-1,101,157,1537,1555,1,Brain,Medulla and Pons(Hb)
101x158,P0-1,101,158,1535,1565,1,Brain,Medulla and Pons(Hb)
101x159,P0-1,101,159,1532,1575,1,Brain,Medulla and Pons(Hb)
101x160,P0-1,101,160,1530,1583,1,Brain,Medulla and Pons(Hb)
101x161,P0-1,101,161,1527,1593,1,Brain,Medulla and Pons(Hb)
101x162,P0-1,101,162,1525,1602,1,Brain,Medulla and Pons(Hb)
101x163,P0-1,101,163,1521,1611,1,Brain,Medulla and Pons(Hb)
101x164,P0-1,101,164,1519,1620,1,Brain,Medulla and Pons(Hb)
101x75,P0-1,101,75,1766,740,1,Brain,Mb
101x76,P0-1,101,76,1764,749,1,Brain,Mb
101x77,P0-1,101,77,1761,758,1,Brain,Mb
101x78,P0-1,101,78,1758,767,1,Brain,Mb
101x79,P0-1,101,79,1755,777,1,Brain,Mb
101x80,P0-1,101,80,1753,786,1,Brain,Mb
101x81,P0-1,101,81,1750,795,1,Brain,Mb
101x82,P0-1,101,82,1748,804,1,Brain,Mb
101x83,P0-1,101,83,1745,814,1,Brain,Mb
101x84,P0-1,101,84,1743,822,1,Brain,Mb
101x85,P0-1,101,85,1740,832,1,Brain,Mb
101x86,P0-1,101,86,1738,842,1,Brain,Mb
101x87,P0-1,101,87,1735,850,1,Brain,Mb
101x88,P0-1,101,88,1732,860,1,Brain,Mb
101x89,P0-1,101,89,1730,869,1,Brain,Mb
101x90,P0-1,101,90,1727,878,1,Brain,Mb
101x91,P0-1,101,91,1725,887,1,Brain,Mb
101x92,P0-1,101,92,1722,897,1,Brain,Mb
101x93,P0-1,101,93,1719,906,1,Brain,Mb
101x94,P0-1,101,94,1717,915,1,Brain,Mb
101x95,P0-1,101,95,1715,925,1,Brain,Mb IC
101x96,P0-1,101,96,1712,933,1,Brain,Mb
101x97,P0-1,101,97,1709,943,1,Brain,Mb IC
101x98,P0-1,101,98,1706,951,1,Brain,Mb IC
101x99,P0-1,101,99,1704,961,1,Brain,Mb IC
102x100,P0-1,102,100,1711,973,1,Brain,Mb IC
102x101,P0-1,102,101,1709,982,1,Brain,Mb IC
102x102,P0-1,102,102,1705,991,1,Brain,Mb
102x103,P0-1,102,103,1703,1000,1,Brain,Mb IC
102x104,P0-1,102,104,1700,1010,1,Brain,Mb IC
102x105,P0-1,102,105,1697,1019,1,Brain,Mb IC
102x106,P0-1,102,106,1695,1028,1,Brain,Mb IC
102x107,P0-1,102,107,1693,1038,1,Brain,Mb IC
102x108,P0-1,102,108,1690,1046,1,Brain,Medulla and Pons(Hb)
102x109,P0-1,102,109,1688,1056,1,Brain,Medulla and Pons(Hb)
102x110,P0-1,102,110,1685,1065,1,Brain,Medulla and Pons(Hb)
102x111,P0-1,102,111,1682,1074,1,Brain,Medulla and Pons(Hb)
102x112,P0-1,102,112,1679,1084,1,Brain,Medulla and Pons(Hb)
102x113,P0-1,102,113,1677,1093,1,Brain,Medulla and Pons(Hb)
102x114,P0-1,102,114,1674,1102,1,Brain,Medulla and Pons(Hb)
102x115,P0-1,102,115,1672,1111,1,Brain,Medulla and Pons(Hb)
102x116,P0-1,102,116,1669,1121,1,Brain,Medulla and Pons(Hb)
102x117,P0-1,102,117,1667,1129,1,Brain,Hy
102x118,P0-1,102,118,1664,1139,1,Brain,Cere_PCC
102x120,P0-1,102,120,1659,1157,1,Brain,Cere_PCC
102x121,P0-1,102,121,1656,1167,1,Brain,CbN
102x122,P0-1,102,122,1654,1175,1,Brain,CbN
102x123,P0-1,102,123,1651,1185,1,Brain,CbN
102x124,P0-1,102,124,1649,1194,1,Brain,CbN
102x125,P0-1,102,125,1646,1203,1,Brain,Mb
102x126,P0-1,102,126,1644,1213,1,Brain,CbN
102x127,P0-1,102,127,1641,1222,1,Brain,CbN
102x128,P0-1,102,128,1639,1231,1,Brain,CbN
102x129,P0-1,102,129,1635,1240,1,Brain,CbN
102x130,P0-1,102,130,1633,1249,1,Brain,CbN
102x131,P0-1,102,131,1630,1258,1,Brain,CbN
102x132,P0-1,102,132,1628,1268,1,Brain,CbN
102x133,P0-1,102,133,1625,1277,1,Brain,Medulla and Pons(Hb)
102x134,P0-1,102,134,1623,1286,1,Brain,Medulla and Pons(Hb)
102x135,P0-1,102,135,1620,1296,1,Brain,CbN
102x136,P0-1,102,136,1618,1305,1,Brain,CbN
102x137,P0-1,102,137,1615,1314,1,Brain,CbN
102x138,P0-1,102,138,1612,1323,1,Brain,CbN
102x139,P0-1,102,139,1609,1332,1,Brain,Medulla and Pons(Hb)
102x140,P0-1,102,140,1607,1342,1,Brain,Medulla and Pons(Hb)
102x141,P0-1,102,141,1605,1351,1,Brain,Medulla and Pons(Hb)
102x142,P0-1,102,142,1602,1360,1,Brain,CbN
102x143,P0-1,102,143,1600,1369,1,Brain,CbN
102x144,P0-1,102,144,1597,1379,1,Brain,CbN
102x145,P0-1,102,145,1595,1387,1,Brain,Medulla and Pons(Hb)
102x146,P0-1,102,146,1592,1397,1,Brain,Medulla and Pons(Hb)
102x147,P0-1,102,147,1589,1406,1,Brain,Medulla and Pons(Hb)
102x148,P0-1,102,148,1586,1415,1,Brain,Medulla and Pons(Hb)
102x149,P0-1,102,149,1584,1425,1,Brain,Medulla and Pons(Hb)
102x150,P0-1,102,150,1581,1433,1,Brain,Medulla and Pons(Hb)
102x151,P0-1,102,151,1562,1503,1,Brain,Medulla and Pons(Hb)
102x152,P0-1,102,152,1559,1512,1,Brain,Medulla and Pons(Hb)
102x153,P0-1,102,153,1557,1521,1,Brain,Medulla and Pons(Hb)
102x154,P0-1,102,154,1554,1531,1,Brain,Medulla and Pons(Hb)
102x155,P0-1,102,155,1552,1539,1,Brain,Medulla and Pons(Hb)
102x156,P0-1,102,156,1549,1549,1,Brain,Medulla and Pons(Hb)
102x157,P0-1,102,157,1547,1558,1,Brain,Medulla and Pons(Hb)
102x158,P0-1,102,158,1544,1567,1,Brain,Medulla and Pons(Hb)
102x159,P0-1,102,159,1541,1577,1,Brain,Medulla and Pons(Hb)
102x160,P0-1,102,160,1539,1586,1,Brain,Medulla and Pons(Hb)
102x161,P0-1,102,161,1536,1595,1,Brain,Medulla and Pons(Hb)
102x162,P0-1,102,162,1534,1604,1,Brain,Medulla and Pons(Hb)
102x163,P0-1,102,163,1531,1614,1,Brain,Medulla and Pons(Hb)
102x74,P0-1,102,74,1778,734,1,Brain,Mb
102x75,P0-1,102,75,1775,742,1,Brain,Mb
102x76,P0-1,102,76,1772,752,1,Brain,Mb
102x77,P0-1,102,77,1770,761,1,Brain,Mb
102x78,P0-1,102,78,1767,770,1,Brain,Mb
102x79,P0-1,102,79,1765,780,1,Brain,Mb
102x80,P0-1,102,80,1762,788,1,Brain,Mb
102x81,P0-1,102,81,1760,798,1,Brain,Mb
102x82,P0-1,102,82,1758,807,1,Brain,Mb
102x83,P0-1,102,83,1755,816,1,Brain,Mb
102x84,P0-1,102,84,1751,826,1,Brain,Mb
102x85,P0-1,102,85,1749,834,1,Brain,Mb
102x86,P0-1,102,86,1746,844,1,Brain,Mb
102x87,P0-1,102,87,1744,853,1,Brain,Mb
102x88,P0-1,102,88,1742,862,1,Brain,Mb
102x89,P0-1,102,89,1739,871,1,Brain,Mb
102x90,P0-1,102,90,1737,881,1,Brain,Mb
102x91,P0-1,102,91,1734,890,1,Brain,Mb
102x92,P0-1,102,92,1732,899,1,Brain,Mb
102x93,P0-1,102,93,1728,909,1,Brain,Mb
102x94,P0-1,102,94,1726,917,1,Brain,Mb
102x95,P0-1,102,95,1723,927,1,Brain,Mb
102x96,P0-1,102,96,1721,936,1,Brain,Mb IC
102x97,P0-1,102,97,1718,945,1,Brain,Mb IC
102x98,P0-1,102,98,1716,955,1,Brain,Mb IC
102x99,P0-1,102,99,1713,964,1,Brain,Mb IC
103x100,P0-1,103,100,1720,976,1,Brain,Mb IC
103x101,P0-1,103,101,1717,984,1,Brain,Mb IC
103x102,P0-1,103,102,1715,994,1,Brain,Mb IC
103x103,P0-1,103,103,1712,1003,1,Brain,Mb IC
103x104,P0-1,103,104,1710,1012,1,Brain,Mb IC
103x105,P0-1,103,105,1707,1022,1,Brain,Mb IC
103x106,P0-1,103,106,1705,1031,1,Brain,Mb IC
103x107,P0-1,103,107,1701,1040,1,Brain,Medulla and Pons(Hb)
103x108,P0-1,103,108,1699,1049,1,Brain,Medulla and Pons(Hb)
103x109,P0-1,103,109,1696,1058,1,Brain,Medulla and Pons(Hb)
103x110,P0-1,103,110,1694,1067,1,Brain,Medulla and Pons(Hb)
103x111,P0-1,103,111,1691,1077,1,Brain,Medulla and Pons(Hb)
103x112,P0-1,103,112,1689,1086,1,Brain,Mb
103x113,P0-1,103,113,1686,1095,1,Brain,Medulla and Pons(Hb)
103x114,P0-1,103,114,1684,1105,1,Brain,Medulla and Pons(Hb)
103x115,P0-1,103,115,1682,1113,1,Brain,Medulla and Pons(Hb)
103x116,P0-1,103,116,1678,1123,1,Brain,Medulla and Pons(Hb)
103x117,P0-1,103,117,1676,1132,1,Brain,Medulla and Pons(Hb)
103x118,P0-1,103,118,1673,1141,1,Brain,Medulla and Pons(Hb)
103x119,P0-1,103,119,1671,1151,1,Brain,Medulla and Pons(Hb)
103x120,P0-1,103,120,1668,1160,1,Brain,Medulla and Pons(Hb)
103x121,P0-1,103,121,1666,1169,1,Brain,CbN
103x122,P0-1,103,122,1663,1178,1,Brain,CbN
103x123,P0-1,103,123,1661,1188,1,Brain,CbN
103x124,P0-1,103,124,1658,1196,1,Brain,CbN
103x125,P0-1,103,125,1656,1206,1,Brain,CbN
103x126,P0-1,103,126,1652,1215,1,Brain,CbN
103x127,P0-1,103,127,1650,1224,1,Brain,CbN
103x128,P0-1,103,128,1647,1234,1,Brain,CbN
103x129,P0-1,103,129,1645,1242,1,Brain,Medulla and Pons(Hb)
103x130,P0-1,103,130,1642,1252,1,Brain,Medulla and Pons(Hb)
103x131,P0-1,103,131,1640,1261,1,Brain,Medulla and Pons(Hb)
103x132,P0-1,103,132,1637,1270,1,Brain,Medulla and Pons(Hb)
103x133,P0-1,103,133,1635,1280,1,Brain,Medulla and Pons(Hb)
103x134,P0-1,103,134,1633,1289,1,Brain,Medulla and Pons(Hb)
103x135,P0-1,103,135,1629,1298,1,Brain,Medulla and Pons(Hb)
103x136,P0-1,103,136,1627,1307,1,Brain,CbN
103x137,P0-1,103,137,1624,1317,1,Brain,Medulla and Pons(Hb)
103x138,P0-1,103,138,1622,1325,1,Brain,Medulla and Pons(Hb)
103x139,P0-1,103,139,1619,1335,1,Brain,Medulla and Pons(Hb)
103x140,P0-1,103,140,1617,1345,1,Brain,Medulla and Pons(Hb)
103x141,P0-1,103,141,1614,1353,1,Brain,Medulla and Pons(Hb)
103x142,P0-1,103,142,1612,1363,1,Brain,Medulla and Pons(Hb)
103x143,P0-1,103,143,1609,1372,1,Brain,Medulla and Pons(Hb)
103x144,P0-1,103,144,1606,1381,1,Brain,Medulla and Pons(Hb)
103x145,P0-1,103,145,1603,1390,1,Brain,Medulla and Pons(Hb)
103x146,P0-1,103,146,1601,1399,1,Brain,Medulla and Pons(Hb)
103x147,P0-1,103,147,1598,1409,1,Brain,Medulla and Pons(Hb)
103x148,P0-1,103,148,1596,1418,1,Brain,Medulla and Pons(Hb)
103x149,P0-1,103,149,1593,1427,1,Brain,Medulla and Pons(Hb)
103x150,P0-1,103,150,1591,1436,1,Brain,Medulla and Pons(Hb)
103x151,P0-1,103,151,1571,1505,1,Brain,Medulla and Pons(Hb)
103x152,P0-1,103,152,1569,1515,1,Brain,Medulla and Pons(Hb)
103x153,P0-1,103,153,1566,1524,1,Brain,Medulla and Pons(Hb)
103x154,P0-1,103,154,1564,1533,1,Brain,Medulla and Pons(Hb)
103x155,P0-1,103,155,1561,1542,1,Brain,Medulla and Pons(Hb)
103x156,P0-1,103,156,1558,1551,1,Brain,Medulla and Pons(Hb)
103x157,P0-1,103,157,1555,1561,1,Brain,Medulla and Pons(Hb)
103x158,P0-1,103,158,1553,1570,1,Brain,Medulla and Pons(Hb)
103x159,P0-1,103,159,1550,1579,1,Brain,Medulla and Pons(Hb)
103x160,P0-1,103,160,1548,1588,1,Brain,Medulla and Pons(Hb)
103x161,P0-1,103,161,1546,1598,1,Brain,Medulla and Pons(Hb)
103x162,P0-1,103,162,1543,1606,1,Brain,Medulla and Pons(Hb)
103x163,P0-1,103,163,1541,1616,1,Brain,Medulla and Pons(Hb)
103x73,P0-1,103,73,1789,726,1,Brain,Mb
103x74,P0-1,103,74,1787,736,1,Brain,Mb
103x75,P0-1,103,75,1785,745,1,Brain,Mb
103x76,P0-1,103,76,1782,754,1,Brain,Mb
103x77,P0-1,103,77,1779,764,1,Brain,Mb
103x78,P0-1,103,78,1777,773,1,Brain,Mb
103x79,P0-1,103,79,1774,782,1,Brain,Mb
103x80,P0-1,103,80,1771,791,1,Brain,Mb
103x81,P0-1,103,81,1769,800,1,Brain,Mb
103x82,P0-1,103,82,1766,809,1,Brain,Mb
103x83,P0-1,103,83,1764,819,1,Brain,Mb
103x84,P0-1,103,84,1761,828,1,Brain,Mb
103x85,P0-1,103,85,1759,837,1,Brain,Mb
103x86,P0-1,103,86,1756,847,1,Brain,Mb
103x87,P0-1,103,87,1754,855,1,Brain,Mb
103x88,P0-1,103,88,1751,865,1,Brain,Mb
103x89,P0-1,103,89,1748,873,1,Brain,Mb
103x90,P0-1,103,90,1745,883,1,Brain,Mb
103x91,P0-1,103,91,1743,893,1,Brain,Mb
103x92,P0-1,103,92,1740,902,1,Brain,Mb
103x93,P0-1,103,93,1738,911,1,Brain,Mb
103x94,P0-1,103,94,1736,920,1,Brain,Mb
103x95,P0-1,103,95,1733,930,1,Brain,Mb IC
103x96,P0-1,103,96,1731,938,1,Brain,Mb
103x97,P0-1,103,97,1728,948,1,Brain,Mb IC
103x98,P0-1,103,98,1724,957,1,Brain,Mb IC
103x99,P0-1,103,99,1722,966,1,Brain,Mb IC
104x100,P0-1,104,100,1729,978,1,Brain,Mb IC
104x101,P0-1,104,101,1727,987,1,Brain,Mb IC
104x102,P0-1,104,102,1724,997,1,Brain,Mb IC
104x103,P0-1,104,103,1722,1006,1,Brain,Mb IC
104x104,P0-1,104,104,1718,1015,1,Brain,Mb IC
104x105,P0-1,104,105,1716,1024,1,Brain,Mb IC
104x106,P0-1,104,106,1713,1033,1,Brain,Mb IC
104x107,P0-1,104,107,1711,1043,1,Brain,Medulla and Pons(Hb)
104x108,P0-1,104,108,1709,1051,1,Brain,Medulla and Pons(Hb)
104x109,P0-1,104,109,1706,1061,1,Brain,Medulla and Pons(Hb)
104x110,P0-1,104,110,1703,1071,1,Brain,Medulla and Pons(Hb)
104x111,P0-1,104,111,1701,1079,1,Brain,Medulla and Pons(Hb)
104x112,P0-1,104,112,1698,1089,1,Brain,Medulla and Pons(Hb)
104x113,P0-1,104,113,1695,1097,1,Brain,Medulla and Pons(Hb)
104x114,P0-1,104,114,1693,1107,1,Brain,Medulla and Pons(Hb)
104x115,P0-1,104,115,1690,1116,1,Brain,Medulla and Pons(Hb)
104x116,P0-1,104,116,1688,1125,1,Brain,Medulla and Pons(Hb)
104x117,P0-1,104,117,1685,1135,1,Brain,Medulla and Pons(Hb)
104x118,P0-1,104,118,1683,1144,1,Brain,Medulla and Pons(Hb)
104x119,P0-1,104,119,1680,1153,1,Brain,Medulla and Pons(Hb)
104x120,P0-1,104,120,1678,1162,1,Brain,Medulla and Pons(Hb)
104x121,P0-1,104,121,1675,1172,1,Brain,Medulla and Pons(Hb)
104x122,P0-1,104,122,1672,1180,1,Brain,Mb
104x123,P0-1,104,123,1669,1190,1,Brain,Mb
104x124,P0-1,104,124,1667,1200,1,Brain,Mb
104x125,P0-1,104,125,1664,1208,1,Brain,Mb
104x126,P0-1,104,126,1662,1218,1,Brain,Mb
104x127,P0-1,104,127,1660,1227,1,Brain,CbN
104x128,P0-1,104,128,1657,1236,1,Brain,CbN
104x129,P0-1,104,129,1655,1245,1,Brain,Medulla and Pons(Hb)
104x130,P0-1,104,130,1652,1255,1,Brain,Medulla and Pons(Hb)
104x131,P0-1,104,131,1648,1264,1,Brain,Medulla and Pons(Hb)
104x132,P0-1,104,132,1646,1273,1,Brain,Medulla and Pons(Hb)
104x133,P0-1,104,133,1644,1282,1,Brain,Medulla and Pons(Hb)
104x134,P0-1,104,134,1641,1291,1,Brain,Medulla and Pons(Hb)
104x135,P0-1,104,135,1639,1301,1,Brain,Medulla and Pons(Hb)
104x136,P0-1,104,136,1636,1309,1,Brain,Medulla and Pons(Hb)
104x137,P0-1,104,137,1634,1319,1,Brain,Medulla and Pons(Hb)
104x138,P0-1,104,138,1631,1329,1,Brain,Medulla and Pons(Hb)
104x139,P0-1,104,139,1629,1337,1,Brain,Medulla and Pons(Hb)
104x140,P0-1,104,140,1625,1347,1,Brain,Medulla and Pons(Hb)
104x141,P0-1,104,141,1623,1356,1,Brain,Medulla and Pons(Hb)
104x142,P0-1,104,142,1620,1365,1,Brain,Medulla and Pons(Hb)
104x143,P0-1,104,143,1618,1374,1,Brain,Medulla and Pons(Hb)
104x144,P0-1,104,144,1615,1384,1,Brain,Medulla and Pons(Hb)
104x145,P0-1,104,145,1613,1393,1,Brain,Medulla and Pons(Hb)
104x146,P0-1,104,146,1610,1402,1,Brain,Medulla and Pons(Hb)
104x147,P0-1,104,147,1608,1412,1,Brain,Medulla and Pons(Hb)
104x148,P0-1,104,148,1606,1420,1,Brain,Medulla and Pons(Hb)
104x149,P0-1,104,149,1602,1430,1,Brain,Medulla and Pons(Hb)
104x150,P0-1,104,150,1600,1438,1,Brain,Medulla and Pons(Hb)
104x151,P0-1,104,151,1581,1508,1,Brain,Medulla and Pons(Hb)
104x152,P0-1,104,152,1577,1517,1,Brain,Medulla and Pons(Hb)
104x153,P0-1,104,153,1575,1526,1,Brain,Medulla and Pons(Hb)
104x154,P0-1,104,154,1573,1536,1,Brain,Medulla and Pons(Hb)
104x155,P0-1,104,155,1570,1544,1,Brain,Medulla and Pons(Hb)
104x156,P0-1,104,156,1568,1554,1,Brain,Medulla and Pons(Hb)
104x157,P0-1,104,157,1565,1564,1,Brain,Medulla and Pons(Hb)
104x158,P0-1,104,158,1563,1572,1,Brain,Medulla and Pons(Hb)
104x159,P0-1,104,159,1560,1582,1,Brain,Medulla and Pons(Hb)
104x160,P0-1,104,160,1558,1591,1,Brain,Medulla and Pons(Hb)
104x161,P0-1,104,161,1554,1600,1,Brain,Medulla and Pons(Hb)
104x162,P0-1,104,162,1552,1609,1,Brain,Medulla and Pons(Hb)
104x163,P0-1,104,163,1549,1618,1,Brain,Medulla and Pons(Hb)
104x73,P0-1,104,73,1799,729,1,Brain,Mb
104x74,P0-1,104,74,1797,738,1,Brain,Mb
104x75,P0-1,104,75,1794,748,1,Brain,Mb
