,UMI,GENE,sample,methods,tissue
28915,5831,2631,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28916,3534,1836,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28917,5285,2718,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28918,3503,1833,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28919,3378,1840,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28920,2098,1293,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28921,1515,973,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28922,2936,1673,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28923,4156,2222,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28924,4858,2489,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28925,6403,2977,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28926,8475,3557,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28927,9400,3919,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28928,7165,3055,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28929,11311,4136,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28930,7773,3493,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28931,7007,3158,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28932,5056,2503,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28933,5413,2774,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28934,8929,3571,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28935,6284,3050,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28936,4738,2529,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28937,7445,3416,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28938,3042,1663,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28939,5533,2893,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28940,6824,3164,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28941,3537,2108,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28942,5004,2696,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28943,5959,2930,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28944,4985,2690,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28945,7259,3256,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28946,7369,3069,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28947,8436,3597,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28948,7229,3305,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28949,4281,2324,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28950,5903,2951,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28951,8988,3776,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28952,7581,3224,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28953,4947,2420,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28954,4782,2402,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28955,7704,3269,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28956,9180,3913,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28957,7170,3155,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28958,8258,3167,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28959,4808,2496,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28960,10248,3942,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28961,7545,3054,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28962,7151,3071,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28963,11066,4199,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28964,6595,2816,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28965,4992,2405,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28966,2050,1216,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28967,4786,2368,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28968,6104,2798,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28969,8416,3672,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28970,10957,4180,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28971,9451,3731,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28972,11123,4232,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28973,5583,2639,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28974,10029,4023,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28975,12306,4519,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28976,8720,3953,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28977,11949,4301,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28978,7407,3306,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28979,10928,4031,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28980,11539,4356,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28981,11660,4194,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28982,6988,3259,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28983,6201,2945,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28984,10221,4047,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28985,8796,3704,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28986,11337,4290,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28987,8340,3562,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28988,10897,3923,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28989,10425,4018,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28990,8562,3565,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28991,9207,3750,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28992,9099,3672,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28993,9034,3730,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28994,9103,3764,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28995,9119,3793,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28996,10623,3830,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28997,8838,3519,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28998,7867,3277,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
28999,10076,3973,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29000,13156,4882,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29001,11448,4323,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29002,9953,3816,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29003,10524,3932,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29004,14148,4736,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29005,17102,5377,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29006,15401,5059,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29007,10828,4130,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29008,7689,3284,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29009,11656,4377,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29010,11315,4420,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29011,8998,3802,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29012,5951,2995,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29013,10043,4019,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29014,11204,4342,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29015,8540,3655,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29016,7328,3345,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29017,6163,3051,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29018,9467,3979,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29019,9311,3794,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29020,5644,2856,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29021,3553,2027,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29022,7962,3558,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29023,2343,1438,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29024,9042,3849,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29025,8315,3706,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29026,7563,3469,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29027,7195,3378,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29028,4352,2489,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29029,9456,3945,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29030,4761,2569,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29031,9921,3842,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29032,8880,3721,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29033,9690,4028,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29034,5459,2828,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29035,5890,3024,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29036,5402,2839,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29037,4436,2558,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29038,7332,3510,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29039,7010,3219,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29040,11850,4501,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29041,9103,3771,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29042,5869,2937,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29043,7401,3459,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29044,9851,4060,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29045,9079,3738,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29046,11195,4281,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29047,13177,4526,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29048,8825,3743,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29049,8885,3600,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29050,7954,3303,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29051,7338,3117,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29052,8162,3263,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29053,11059,4276,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29054,7753,3344,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29055,6769,2918,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29056,6455,2980,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29057,7092,3066,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29058,6630,2897,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29059,5119,2424,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29060,5302,2520,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29061,5454,2644,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29062,6704,3012,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29063,6629,3066,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29064,8043,3337,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29065,9358,3706,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29066,9335,3693,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29067,10953,4180,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29068,13535,4662,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29069,12107,4520,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29070,9777,3808,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29071,9150,3728,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29072,10698,3952,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29073,11560,4174,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29074,9674,3684,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29075,4528,2335,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29076,10063,3846,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29077,11685,4211,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29078,8298,3484,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29079,10702,4061,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29080,11646,4243,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29081,9070,3806,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29082,9720,4051,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29083,10557,4188,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29084,7946,3475,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29085,8241,3503,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29086,7993,3400,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29087,10141,3812,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29088,9783,3738,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29089,8875,3572,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29090,12778,4767,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29091,14686,4897,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29092,12378,4328,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29093,8902,3482,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29094,8831,3390,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29095,10834,4270,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29096,9606,4013,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29097,8397,3683,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29098,10898,4159,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29099,7533,3511,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29100,8795,3700,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29101,10593,4132,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29102,11406,4279,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29103,4160,2209,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29104,3478,2009,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29105,10951,4283,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29106,9128,4043,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29107,8248,3643,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29108,8791,3829,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29109,10731,4246,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29110,10387,4213,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29111,9618,3923,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29112,9505,3990,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29113,2303,1437,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29114,6811,3272,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29115,1773,1133,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29116,10956,4441,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29117,12190,4623,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29118,11599,4414,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29119,6681,3176,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29120,11306,4296,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29121,10644,4221,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29122,9224,4062,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29123,8668,3578,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29124,8864,3993,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29125,10316,4069,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29126,11811,4422,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29127,6459,3078,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29128,8270,3654,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29129,11203,4329,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29130,8528,3843,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29131,13481,4803,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29132,14663,4869,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29133,10928,4124,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29134,11558,4355,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29135,14151,4911,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29136,10121,4079,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29137,10214,4057,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29138,9527,3744,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29139,7581,3429,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29140,10329,3967,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29141,7023,3325,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29142,12479,4503,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29143,9970,4075,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29144,7933,3338,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29145,6359,2836,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29146,5816,2885,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29147,7702,3244,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29148,3939,2131,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29149,7709,3277,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29150,6194,2796,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29151,4412,2240,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29152,4350,2141,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29153,4182,2047,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29154,4573,2318,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29155,5025,2356,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29156,5211,2399,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29157,5387,2583,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29158,5586,2709,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29159,6065,2865,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29160,11587,4057,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29161,7803,3453,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29162,8861,3558,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29163,15593,4967,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29164,9581,3962,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29165,9482,3810,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29166,6620,3222,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29167,2402,1445,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29168,8510,3298,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29169,7614,3287,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29170,7058,3010,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29171,8359,3450,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29172,7822,3217,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29173,7027,3078,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29174,5628,2668,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29175,11762,4254,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29176,7308,3227,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29177,7861,3104,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29178,5878,2826,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29179,7482,3303,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29180,6242,2997,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29181,10658,4050,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29182,14399,4647,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29183,9586,3772,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29184,7991,3351,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29185,5579,2469,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29186,5985,2794,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29187,10413,4203,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29188,10172,4177,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29189,10646,4294,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29190,10648,4139,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29191,7904,3639,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29192,9409,3593,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29193,10965,4392,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29194,8381,3685,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29195,3981,2227,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29196,2825,1694,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29197,7845,3618,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29198,5920,3078,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29199,5828,2935,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29200,9138,3936,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29201,9579,3865,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29202,6640,3205,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29203,8379,3662,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29204,6178,3064,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29205,1850,1211,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29206,7815,3562,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29207,8499,3703,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29208,9348,4015,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29209,10374,4138,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29210,12685,4627,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29211,12930,4613,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29212,6485,3133,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29213,7552,3570,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29214,9151,3680,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29215,8479,3767,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29216,8126,3590,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29217,6347,3059,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29218,8979,3726,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29219,9614,3975,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29220,8853,3847,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29221,8024,3573,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29222,9949,3977,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29223,11151,4256,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29224,8290,3695,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29225,14461,5038,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29226,11768,4531,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29227,11168,4256,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29228,8129,3415,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29229,8078,3345,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29230,9950,3908,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29231,7676,3666,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29232,4880,2565,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29233,9389,3850,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29234,5551,2578,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29235,10102,4010,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29236,12021,4053,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29237,10421,3736,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29238,9085,3743,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29239,3175,1737,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29240,11646,4393,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29241,10980,4076,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29242,8054,3250,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29243,5906,2701,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29244,5153,2372,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29245,5645,2487,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29246,5442,2388,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29247,5577,2475,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29248,5292,2618,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29249,6367,2820,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29250,6946,3047,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29251,11814,4189,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29252,11113,4093,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29253,10496,3975,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29254,16182,5023,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
29255,15937,5095,MOB-15-1_6,"Decoder-seq
(MOB,15um)",MOB
