,UMI,GENE,sample,methods,tissue
3435,9050,4033,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3436,15940,5683,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3437,14921,5326,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3438,19416,6392,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3439,18688,6177,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3440,18390,6137,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3441,10580,4385,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3442,19917,6251,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3443,19225,6231,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3444,17667,5952,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3445,16690,5718,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3446,19722,6219,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3447,7395,3553,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3448,18384,6038,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3449,20698,6450,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3450,18399,6103,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3451,18112,6074,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3452,19013,6250,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3453,20051,6397,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3454,17943,5987,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3455,20322,6383,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3456,15323,5428,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3457,31978,7702,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3458,25425,7059,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3459,13747,5123,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3460,33786,7900,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3461,16372,5674,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3462,15069,5334,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3463,16173,5745,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3464,13335,4870,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3465,6780,3426,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3466,17046,5665,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3467,12988,5064,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3468,18540,6204,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3469,30084,7485,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3470,20023,6343,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3471,14971,5298,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3472,21600,6489,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3473,19938,6358,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3474,13815,4859,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3475,17821,5872,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3476,26490,7212,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3477,23642,6776,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3478,23731,6781,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3479,25455,7063,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3480,8402,3995,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3481,27140,7143,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3482,30910,7550,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3483,12809,4945,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3484,13616,5048,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3485,18530,5855,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3486,24936,6836,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3487,19245,6255,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3488,22757,6693,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3489,17099,5884,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3490,18463,6191,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3491,6653,3257,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3492,7316,3521,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3493,22780,6606,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3494,18114,6061,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3495,12926,5059,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3496,18432,6193,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3497,7232,3449,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3498,6276,3175,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3499,19994,6421,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3500,7064,3462,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3501,18742,6203,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3502,13852,5289,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3503,21656,6465,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3504,19956,6519,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3505,19731,6180,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3506,17990,6041,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3507,8202,3847,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3508,18089,6150,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3509,20242,6347,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3510,12266,4893,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3511,18077,6059,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3512,20004,6448,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3513,19039,6203,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3514,17117,5830,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3515,17500,5984,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3516,18025,6064,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3517,17969,5929,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3518,21540,6511,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3519,16783,5697,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3520,19610,6483,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3521,21230,6594,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3522,9949,4222,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3523,13870,5186,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3524,14742,5555,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3525,22613,6727,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3526,3577,2202,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3527,9000,4171,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3528,11862,4801,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3529,8419,4020,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3530,15799,5425,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3531,21444,6567,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3532,19205,6283,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3533,17541,5940,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3534,15261,5523,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3535,17814,5836,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3536,15250,5451,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3537,8760,4068,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3538,18316,5850,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3539,14926,5435,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3540,19763,6044,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3541,15225,5403,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3542,22512,6626,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3543,8140,3797,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3544,19035,6188,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3545,20632,6407,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3546,14112,5260,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3547,13707,5234,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3548,13994,5154,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3549,17407,5786,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3550,16400,5814,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3551,16413,5583,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3552,2741,1760,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3553,15897,5476,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3554,22917,6733,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3555,20414,6211,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3556,10193,4369,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3557,19608,6260,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3558,16803,5837,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3559,17822,5981,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3560,18203,6119,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3561,14218,5318,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3562,17354,6008,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3563,18518,6001,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3564,18848,6050,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3565,20746,6350,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3566,13345,5046,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3567,13465,5042,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3568,22534,6742,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3569,20521,6248,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3570,16266,5769,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3571,4636,2658,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3572,6854,3552,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3573,10168,4673,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3574,8664,4105,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3575,8801,4024,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3576,7060,3672,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3577,8022,3894,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3578,11459,4623,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3579,6730,3425,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3580,16589,5685,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3581,24790,7331,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3582,10669,4527,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3583,23401,6777,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3584,17800,6152,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3585,24249,7214,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3586,12856,4850,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3587,25654,7399,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3588,23960,7163,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3589,26968,7489,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3590,23939,7036,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3591,22837,6641,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3592,19558,6469,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3593,25795,7037,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3594,14973,5305,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3595,23162,6682,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3596,12850,4830,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3597,24618,7258,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3598,15133,5582,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3599,5210,2844,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3600,27345,7322,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3601,24211,7241,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3602,14486,5426,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3603,23274,6798,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3604,18605,6121,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3605,21321,6442,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3606,22285,6725,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3607,21426,6504,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3608,23771,6765,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3609,25089,7007,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3610,21705,6717,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3611,23443,6874,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3612,24487,6905,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3613,21645,6662,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3614,18772,6110,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3615,21389,6363,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3616,12380,4874,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3617,13034,5018,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3618,15354,5524,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3619,18167,6204,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3620,22123,6673,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3621,19890,6441,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3622,6791,3439,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3623,17212,6010,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3624,14023,5209,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3625,19130,6276,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3626,7251,3391,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3627,19303,6387,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3628,12500,4894,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3629,19166,6151,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3630,14532,5318,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3631,20136,6496,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3632,17900,6015,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3633,21256,6480,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3634,15488,5424,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3635,14532,5380,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3636,10505,4177,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3637,18815,6283,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3638,19251,6303,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3639,20976,6413,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3640,12917,4908,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3641,18677,5943,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3642,15750,5688,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3643,17049,6003,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3644,19510,6321,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3645,19772,6177,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3646,14085,5408,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3647,11931,4814,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3648,15293,5677,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3649,10512,4422,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3650,12389,4822,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3651,19579,6315,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3652,18178,6249,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3653,18926,6233,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3654,10322,4225,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3655,17961,6095,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3656,17485,5874,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3657,15689,5695,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3658,14395,5293,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3659,15104,5591,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3660,18541,6023,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3661,18077,6192,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3662,20367,6543,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3663,16550,5885,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3664,11231,4623,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3665,15802,5661,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3666,17846,5974,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3667,18355,6051,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3668,18038,6022,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3669,17893,5949,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3670,6540,3200,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3671,17437,5981,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3672,19474,6398,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3673,17015,5925,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3674,16209,5775,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3675,20562,6336,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3676,19997,6314,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3677,14236,5206,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3678,18945,6186,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3679,18455,6075,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3680,5697,2873,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3681,16672,5832,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3682,20757,6436,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3683,17705,5946,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3684,15380,5436,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3685,15805,5657,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3686,18658,6121,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3687,19803,6380,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3688,21341,6484,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3689,19968,6321,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3690,16571,5723,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3691,10905,4347,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3692,18287,6021,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3693,20166,6397,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3694,17081,5844,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3695,20144,6369,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3696,17395,5852,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3697,20800,6372,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3698,20719,6413,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3699,21257,6529,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3700,16623,5794,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3701,13549,5188,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3702,15498,5722,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3703,19908,6559,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3704,12933,4945,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3705,14030,5195,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3706,7834,3665,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3707,14398,5597,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3708,9281,4075,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3709,11797,4590,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3710,12947,5089,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3711,17847,6154,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3712,18460,5988,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3713,7561,3422,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3714,16231,5888,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3715,19491,6188,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3716,14333,5431,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3717,17357,6011,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3718,15379,5689,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3719,16393,5706,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3720,19057,6191,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3721,16458,5859,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3722,15720,5853,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3723,9203,3915,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3724,15566,5473,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3725,16412,5548,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3726,16324,5868,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3727,17372,5871,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3728,18145,5975,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3729,15405,5762,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3730,17567,6152,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3731,15749,5651,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3732,17481,5826,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3733,10513,4598,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3734,14372,5384,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3735,12177,4950,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3736,9771,4364,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3737,15867,5777,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3738,10258,4665,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3739,16394,5825,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3740,12911,5148,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3741,9344,4438,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3742,15198,5705,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3743,17963,6054,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
3744,16485,5743,ZZJ_Reg2_10,"MAGIC-seq
(Brain,50um)",Brain
