CV,type,group
8.374348282814026,One-reg-One-ST,0
7.809755951166153,One-reg-One-ST,0
7.15995579957962,One-reg-One-ST,0
7.627493143081665,One-reg-One-ST,0
6.4719341695308685,One-reg-One-ST,0
7.648726552724838,One-reg-One-ST,0
7.569315284490585,One-reg-One-ST,0
7.405701279640198,One-reg-One-ST,0
6.6231511533260345,One-reg-One-ST,0
6.566685438156128,One-reg-One-ST,0
7.084370404481888,One-reg-One-ST,0
6.168537214398384,One-reg-One-ST,0
8.357369899749756,One-reg-One-ST,0
8.613332360982895,One-reg-One-ST,0
8.802338689565659,One-reg-One-ST,0
48.86890351772308,One-reg-One-ST,0
12.289413809776306,One-reg-One-ST,0
9.17254090309143,One-reg-One-ST,0
6.46129846572876,One-reg-One-ST,0
10.259738564491272,One-reg-One-ST,0
6.932918727397919,One-reg-One-ST,0
7.128898799419403,One-reg-One-ST,0
10.833476483821869,One-reg-One-ST,0
8.417470753192902,One-reg-One-ST,0
8.180297166109085,One-reg-One-ST,0
8.002661168575287,One-reg-One-ST,0
8.42708945274353,One-reg-One-ST,0
8.732721209526062,One-reg-One-ST,0
23.17555695772171,One-reg-One-ST,0
6.989288330078125,One-reg-One-ST,0
7.839145511388779,One-reg-One-ST,0
8.743387460708618,One-reg-One-ST,0
9.237006306648254,One-reg-One-ST,0
12.48621940612793,One-reg-One-ST,0
7.184986770153046,One-reg-One-ST,0
10.188054293394089,One-reg-One-ST,0
7.726483792066574,One-reg-One-ST,0
9.643633663654327,One-reg-One-ST,0
7.364293932914734,One-reg-One-ST,0
8.019989728927612,One-reg-One-ST,0
9.866484999656677,One-reg-One-ST,0
8.802755922079086,One-reg-One-ST,0
8.605184406042099,One-reg-One-ST,0
8.762775361537933,One-reg-One-ST,0
8.869904279708862,One-reg-One-ST,0
15.420295298099518,One-reg-One-ST,0
10.216322541236877,One-reg-One-ST,0
11.797095835208893,One-reg-One-ST,0
2.0836852490901947,One-reg-One-ST,1
2.037614583969116,One-reg-One-ST,1
2.4845369160175323,One-reg-One-ST,1
2.5727074593305588,One-reg-One-ST,1
2.33086459338665,One-reg-One-ST,1
3.194250166416168,One-reg-One-ST,1
3.2529987394809723,One-reg-One-ST,1
3.2436948269605637,One-reg-One-ST,1
3.3273696899414062,One-reg-One-ST,1
16.4080947637558,One-reg-One-ST,1
3.9438199251890182,One-reg-One-ST,1
3.952653706073761,One-reg-One-ST,1
3.7575621157884598,One-reg-One-ST,1
3.5500817000865936,One-reg-One-ST,1
3.103773109614849,One-reg-One-ST,1
3.6712221801280975,One-reg-One-ST,1
4.339704290032387,One-reg-One-ST,1
4.634317010641098,One-reg-One-ST,1
4.333959519863129,One-reg-One-ST,1
4.264264181256294,One-reg-One-ST,1
3.9932258427143097,One-reg-One-ST,1
8.853589743375778,One-reg-One-ST,1
4.6889688819646835,One-reg-One-ST,1
4.617735370993614,One-reg-One-ST,1
5.253966525197029,One-reg-One-ST,1
4.534987360239029,One-reg-One-ST,1
5.259008705615997,One-reg-One-ST,1
5.4480332881212234,One-reg-One-ST,1
6.410861760377884,One-reg-One-ST,1
15.691842138767242,One-reg-One-ST,1
10.250265896320343,One-reg-One-ST,1
4.911284521222115,One-reg-One-ST,1
4.802117869257927,One-reg-One-ST,1
6.046100333333015,One-reg-One-ST,1
5.178543925285339,One-reg-One-ST,1
5.570057034492493,One-reg-One-ST,1
7.176400721073151,One-reg-One-ST,1
4.940914735198021,One-reg-One-ST,1
4.693951830267906,One-reg-One-ST,1
25.737738609313965,One-reg-One-ST,1
6.226121261715889,One-reg-One-ST,1
5.520158261060715,One-reg-One-ST,1
5.896638333797455,One-reg-One-ST,1
14.269644021987915,One-reg-One-ST,1
6.8077996373176575,One-reg-One-ST,1
6.465403735637665,One-reg-One-ST,1
6.508966535329819,One-reg-One-ST,1
5.7182129472494125,One-reg-One-ST,1
6.8650417029857635,One-reg-One-ST,1
6.137888133525848,One-reg-One-ST,1
5.751878395676613,One-reg-One-ST,1
6.095728650689125,One-reg-One-ST,1
8.004453033208847,One-reg-One-ST,1
7.007482647895813,One-reg-One-ST,1
6.3485488295555115,One-reg-One-ST,1
7.165994495153427,One-reg-One-ST,1
6.958186626434326,One-reg-One-ST,1
6.621365249156952,One-reg-One-ST,1
7.100532948970795,One-reg-One-ST,1
7.170955091714859,One-reg-One-ST,1
6.193612515926361,One-reg-One-ST,1
6.491035223007202,One-reg-One-ST,1
8.010388165712357,One-reg-One-ST,1
6.174181774258614,One-reg-One-ST,1
5.733823776245117,One-reg-One-ST,1
5.996580049395561,One-reg-One-ST,1
5.7902805507183075,One-reg-One-ST,1
30.161407589912415,One-reg-One-ST,1
7.645145803689957,One-reg-One-ST,1
6.030379608273506,One-reg-One-ST,1
8.012379705905914,One-reg-One-ST,1
9.036687016487122,One-reg-One-ST,1
7.33991414308548,One-reg-One-ST,1
6.013842299580574,One-reg-One-ST,1
22.934754192829132,One-reg-One-ST,1
8.372453600168228,One-reg-One-ST,1
7.511287182569504,One-reg-One-ST,1
6.980769336223602,One-reg-One-ST,1
7.898478955030441,One-reg-One-ST,1
8.147681504487991,One-reg-One-ST,1
17.792196571826935,One-reg-One-ST,1
6.274769455194473,One-reg-One-ST,1
6.865334510803223,One-reg-One-ST,1
8.047306537628174,One-reg-One-ST,1
8.995833992958069,One-reg-One-ST,1
12.622180581092834,One-reg-One-ST,1
7.311713695526123,One-reg-One-ST,1
12.69340068101883,One-reg-One-ST,1
6.812684237957001,One-reg-One-ST,1
8.674845099449158,One-reg-One-ST,1
7.218281924724579,One-reg-One-ST,1
8.977146446704865,One-reg-One-ST,1
7.647161185741425,One-reg-One-ST,1
8.100151270627975,One-reg-One-ST,1
9.031054377555847,One-reg-One-ST,1
7.693737745285034,One-reg-One-ST,1
10.82531288266182,One-reg-One-ST,1
9.837484359741211,One-reg-One-ST,1
7.833390682935715,One-reg-One-ST,1
11.396965384483337,One-reg-One-ST,1
1.5179983340203762,One-reg-One-ST,2
1.7051486298441887,One-reg-One-ST,2
1.7853623256087303,One-reg-One-ST,2
2.6686668395996094,One-reg-One-ST,2
2.2576123476028442,One-reg-One-ST,2
2.577677182853222,One-reg-One-ST,2
2.483900636434555,One-reg-One-ST,2
2.6065774261951447,One-reg-One-ST,2
2.1295249462127686,One-reg-One-ST,2
21.51458114385605,One-reg-One-ST,2
4.37929630279541,One-reg-One-ST,2
4.010597243905067,One-reg-One-ST,2
3.8796693086624146,One-reg-One-ST,2
4.261050000786781,One-reg-One-ST,2
3.3179771155118942,One-reg-One-ST,2
3.7966303527355194,One-reg-One-ST,2
4.657593369483948,One-reg-One-ST,2
6.397635489702225,One-reg-One-ST,2
4.664333537220955,One-reg-One-ST,2
3.7427034229040146,One-reg-One-ST,2
4.729779437184334,One-reg-One-ST,2
4.873312264680862,One-reg-One-ST,2
5.238280817866325,One-reg-One-ST,2
3.721728175878525,One-reg-One-ST,2
4.856213554739952,One-reg-One-ST,2
4.99940998852253,One-reg-One-ST,2
5.206497013568878,One-reg-One-ST,2
5.186590179800987,One-reg-One-ST,2
4.916207864880562,One-reg-One-ST,2
17.698341608047485,One-reg-One-ST,2
10.1456418633461,One-reg-One-ST,2
5.041360482573509,One-reg-One-ST,2
4.970763623714447,One-reg-One-ST,2
6.182834506034851,One-reg-One-ST,2
5.61065748333931,One-reg-One-ST,2
5.8973293751478195,One-reg-One-ST,2
6.6256992518901825,One-reg-One-ST,2
5.351463332772255,One-reg-One-ST,2
4.945691674947739,One-reg-One-ST,2
38.62138390541077,One-reg-One-ST,2
6.255368143320084,One-reg-One-ST,2
6.670941412448883,One-reg-One-ST,2
6.252562999725342,One-reg-One-ST,2
16.468089818954468,One-reg-One-ST,2
6.716254353523254,One-reg-One-ST,2
6.557133048772812,One-reg-One-ST,2
6.654618680477142,One-reg-One-ST,2
7.163424789905548,One-reg-One-ST,2
6.330899149179459,One-reg-One-ST,2
5.853699147701263,One-reg-One-ST,2
6.250806897878647,One-reg-One-ST,2
5.944451689720154,One-reg-One-ST,2
8.353754878044128,One-reg-One-ST,2
7.494665682315826,One-reg-One-ST,2
6.702083349227905,One-reg-One-ST,2
8.380129933357239,One-reg-One-ST,2
5.025432258844376,One-reg-One-ST,2
8.039025962352753,One-reg-One-ST,2
7.609125226736069,One-reg-One-ST,2
7.605915516614914,One-reg-One-ST,2
6.830348074436188,One-reg-One-ST,2
6.6490232944488525,One-reg-One-ST,2
6.652058660984039,One-reg-One-ST,2
6.917731463909149,One-reg-One-ST,2
6.898459792137146,One-reg-One-ST,2
5.632464587688446,One-reg-One-ST,2
7.055665552616119,One-reg-One-ST,2
51.84791684150696,One-reg-One-ST,2
8.489389717578888,One-reg-One-ST,2
8.267205953598022,One-reg-One-ST,2
6.431318819522858,One-reg-One-ST,2
9.241605550050735,One-reg-One-ST,2
7.371906191110611,One-reg-One-ST,2
6.2339697033166885,One-reg-One-ST,2
10.528882592916489,One-reg-One-ST,2
8.098173141479492,One-reg-One-ST,2
6.832341849803925,One-reg-One-ST,2
8.606818318367004,One-reg-One-ST,2
8.244345337152481,One-reg-One-ST,2
8.06276872754097,One-reg-One-ST,2
18.384627997875214,One-reg-One-ST,2
7.426539063453674,One-reg-One-ST,2
7.427995651960373,One-reg-One-ST,2
8.523189276456833,One-reg-One-ST,2
8.645612001419067,One-reg-One-ST,2
9.350333362817764,One-reg-One-ST,2
7.382594794034958,One-reg-One-ST,2
9.83414500951767,One-reg-One-ST,2
7.077860087156296,One-reg-One-ST,2
8.952225744724274,One-reg-One-ST,2
8.046790212392807,One-reg-One-ST,2
9.272512793540955,One-reg-One-ST,2
8.317341655492783,One-reg-One-ST,2
9.702155739068985,One-reg-One-ST,2
8.906715363264084,One-reg-One-ST,2
8.683246374130249,One-reg-One-ST,2
8.531583100557327,One-reg-One-ST,2
13.043954968452454,One-reg-One-ST,2
7.707398384809494,One-reg-One-ST,2
11.082359403371811,One-reg-One-ST,2
2.425401099026203,One-reg-One-ST,3
1.9919518381357193,One-reg-One-ST,3
2.487526461482048,One-reg-One-ST,3
2.3683805018663406,One-reg-One-ST,3
3.325149044394493,One-reg-One-ST,3
4.040655866265297,One-reg-One-ST,3
3.1418487429618835,One-reg-One-ST,3
3.738696500658989,One-reg-One-ST,3
3.1133806332945824,One-reg-One-ST,3
28.937575221061707,One-reg-One-ST,3
3.6417976021766663,One-reg-One-ST,3
3.8922686129808426,One-reg-One-ST,3
5.000855401158333,One-reg-One-ST,3
3.6213066428899765,One-reg-One-ST,3
4.543183371424675,One-reg-One-ST,3
2.9289279133081436,One-reg-One-ST,3
4.880298301577568,One-reg-One-ST,3
4.819232225418091,One-reg-One-ST,3
3.9276275783777237,One-reg-One-ST,3
4.94610033929348,One-reg-One-ST,3
4.338206723332405,One-reg-One-ST,3
9.574366360902786,One-reg-One-ST,3
4.132600501179695,One-reg-One-ST,3
5.82812987267971,One-reg-One-ST,3
4.945579543709755,One-reg-One-ST,3
5.082050338387489,One-reg-One-ST,3
4.440277069807053,One-reg-One-ST,3
4.633834213018417,One-reg-One-ST,3
5.369589477777481,One-reg-One-ST,3
22.04831689596176,One-reg-One-ST,3
9.17784795165062,One-reg-One-ST,3
4.937708377838135,One-reg-One-ST,3
4.309733211994171,One-reg-One-ST,3
5.027963221073151,One-reg-One-ST,3
5.170940980315208,One-reg-One-ST,3
4.792433977127075,One-reg-One-ST,3
6.016160547733307,One-reg-One-ST,3
4.704957827925682,One-reg-One-ST,3
4.69750352203846,One-reg-One-ST,3
53.29132676124573,One-reg-One-ST,3
5.390932783484459,One-reg-One-ST,3
5.0457436591386795,One-reg-One-ST,3
5.092795938253403,One-reg-One-ST,3
14.361099898815155,One-reg-One-ST,3
5.708414688706398,One-reg-One-ST,3
6.193551793694496,One-reg-One-ST,3
5.947207286953926,One-reg-One-ST,3
6.854311376810074,One-reg-One-ST,3
7.556131482124329,One-reg-One-ST,3
5.538361519575119,One-reg-One-ST,3
5.375624448060989,One-reg-One-ST,3
6.166798621416092,One-reg-One-ST,3
6.113658472895622,One-reg-One-ST,3
6.790444999933243,One-reg-One-ST,3
6.225087866187096,One-reg-One-ST,3
6.391600519418716,One-reg-One-ST,3
6.195318326354027,One-reg-One-ST,3
6.957055628299713,One-reg-One-ST,3
5.587125197052956,One-reg-One-ST,3
6.943143159151077,One-reg-One-ST,3
5.789158493280411,One-reg-One-ST,3
6.20138980448246,One-reg-One-ST,3
6.282541900873184,One-reg-One-ST,3
9.14679616689682,One-reg-One-ST,3
5.835532769560814,One-reg-One-ST,3
7.226333022117615,One-reg-One-ST,3
9.691758453845978,One-reg-One-ST,3
60.90976595878601,One-reg-One-ST,3
8.903276920318604,One-reg-One-ST,3
6.5520234405994415,One-reg-One-ST,3
6.7672885954380035,One-reg-One-ST,3
7.673443853855133,One-reg-One-ST,3
6.2636226415634155,One-reg-One-ST,3
6.781171262264252,One-reg-One-ST,3
27.35658586025238,One-reg-One-ST,3
7.573526352643967,One-reg-One-ST,3
10.888827592134476,One-reg-One-ST,3
7.588952034711838,One-reg-One-ST,3
6.196460127830505,One-reg-One-ST,3
7.462140917778015,One-reg-One-ST,3
15.200668573379517,One-reg-One-ST,3
7.632264494895935,One-reg-One-ST,3
6.316223740577698,One-reg-One-ST,3
6.84555247426033,One-reg-One-ST,3
7.584460079669952,One-reg-One-ST,3
10.161235928535461,One-reg-One-ST,3
6.49503618478775,One-reg-One-ST,3
9.380872547626495,One-reg-One-ST,3
7.437966763973236,One-reg-One-ST,3
8.616992831230164,One-reg-One-ST,3
6.580830365419388,One-reg-One-ST,3
7.777759432792664,One-reg-One-ST,3
6.9094255566596985,One-reg-One-ST,3
6.998419016599655,One-reg-One-ST,3
7.538054138422012,One-reg-One-ST,3
7.591892033815384,One-reg-One-ST,3
6.116693094372749,One-reg-One-ST,3
10.268355906009674,One-reg-One-ST,3
16.111887991428375,One-reg-One-ST,3
12.986533343791962,One-reg-One-ST,3
2.2351454943418503,One-reg-One-ST,4
3.218255937099457,One-reg-One-ST,4
2.1406469866633415,One-reg-One-ST,4
3.892463818192482,One-reg-One-ST,4
3.2998472452163696,One-reg-One-ST,4
3.9902009069919586,One-reg-One-ST,4
3.53306345641613,One-reg-One-ST,4
3.198009356856346,One-reg-One-ST,4
3.6377500742673874,One-reg-One-ST,4
21.47131860256195,One-reg-One-ST,4
4.8154715448617935,One-reg-One-ST,4
4.575062543153763,One-reg-One-ST,4
4.186573252081871,One-reg-One-ST,4
4.086005315184593,One-reg-One-ST,4
4.425874352455139,One-reg-One-ST,4
3.849174454808235,One-reg-One-ST,4
4.1619133204221725,One-reg-One-ST,4
5.994719639420509,One-reg-One-ST,4
4.378455877304077,One-reg-One-ST,4
5.577656254172325,One-reg-One-ST,4
5.13799749314785,One-reg-One-ST,4
11.810091137886047,One-reg-One-ST,4
4.37329076230526,One-reg-One-ST,4
5.747976899147034,One-reg-One-ST,4
4.849310219287872,One-reg-One-ST,4
6.469028443098068,One-reg-One-ST,4
5.237150564789772,One-reg-One-ST,4
5.3740572184324265,One-reg-One-ST,4
6.920652091503143,One-reg-One-ST,4
25.582414865493774,One-reg-One-ST,4
8.601617068052292,One-reg-One-ST,4
5.136201903223991,One-reg-One-ST,4
5.089536681771278,One-reg-One-ST,4
5.8321744203567505,One-reg-One-ST,4
6.443536281585693,One-reg-One-ST,4
5.901920795440674,One-reg-One-ST,4
6.3263073563575745,One-reg-One-ST,4
4.946441203355789,One-reg-One-ST,4
5.809939280152321,One-reg-One-ST,4
31.477540731430054,One-reg-One-ST,4
6.467548757791519,One-reg-One-ST,4
5.848124995827675,One-reg-One-ST,4
6.458836793899536,One-reg-One-ST,4
16.95200353860855,One-reg-One-ST,4
7.18679204583168,One-reg-One-ST,4
6.556164473295212,One-reg-One-ST,4
6.094369664788246,One-reg-One-ST,4
6.428521126508713,One-reg-One-ST,4
6.958605349063873,One-reg-One-ST,4
6.994122266769409,One-reg-One-ST,4
6.474665552377701,One-reg-One-ST,4
6.368865817785263,One-reg-One-ST,4
8.342734724283218,One-reg-One-ST,4
7.117897272109985,One-reg-One-ST,4
5.610064789652824,One-reg-One-ST,4
7.893069088459015,One-reg-One-ST,4
4.815977439284325,One-reg-One-ST,4
7.9437583684921265,One-reg-One-ST,4
6.017179414629936,One-reg-One-ST,4
7.611321657896042,One-reg-One-ST,4
5.471954122185707,One-reg-One-ST,4
6.7268334329128265,One-reg-One-ST,4
6.4793989062309265,One-reg-One-ST,4
10.090861469507217,One-reg-One-ST,4
8.238939940929413,One-reg-One-ST,4
10.916092246770859,One-reg-One-ST,4
10.816250741481781,One-reg-One-ST,4
44.15329098701477,One-reg-One-ST,4
9.018253535032272,One-reg-One-ST,4
7.434698194265366,One-reg-One-ST,4
7.017134130001068,One-reg-One-ST,4
10.52025631070137,One-reg-One-ST,4
6.854977458715439,One-reg-One-ST,4
8.254595845937729,One-reg-One-ST,4
17.8852841258049,One-reg-One-ST,4
7.48695507645607,One-reg-One-ST,4
9.992499649524689,One-reg-One-ST,4
8.90939012169838,One-reg-One-ST,4
6.655551493167877,One-reg-One-ST,4
7.7815428376197815,One-reg-One-ST,4
19.679027795791626,One-reg-One-ST,4
8.20758044719696,One-reg-One-ST,4
6.032484397292137,One-reg-One-ST,4
7.772732526063919,One-reg-One-ST,4
7.694458961486816,One-reg-One-ST,4
11.95433959364891,One-reg-One-ST,4
6.5445855259895325,One-reg-One-ST,4
9.702090173959732,One-reg-One-ST,4
9.27327573299408,One-reg-One-ST,4
8.3552747964859,One-reg-One-ST,4
7.162701338529587,One-reg-One-ST,4
8.880653977394104,One-reg-One-ST,4
9.325987845659256,One-reg-One-ST,4
8.037600666284561,One-reg-One-ST,4
8.647175133228302,One-reg-One-ST,4
8.56383815407753,One-reg-One-ST,4
7.551823556423187,One-reg-One-ST,4
9.79369431734085,One-reg-One-ST,4
11.719857901334763,One-reg-One-ST,4
21.181975305080414,One-reg-One-ST,4
2.0868975669145584,One-reg-One-ST,5
2.621719427406788,One-reg-One-ST,5
1.9457081332802773,One-reg-One-ST,5
2.746040001511574,One-reg-One-ST,5
3.0616655945777893,One-reg-One-ST,5
3.5872504115104675,One-reg-One-ST,5
3.193134441971779,One-reg-One-ST,5
2.766641601920128,One-reg-One-ST,5
2.990264445543289,One-reg-One-ST,5
21.61344438791275,One-reg-One-ST,5
3.814060240983963,One-reg-One-ST,5
3.3170416951179504,One-reg-One-ST,5
5.296571925282478,One-reg-One-ST,5
3.2969199120998383,One-reg-One-ST,5
3.8419023156166077,One-reg-One-ST,5
3.0425559729337692,One-reg-One-ST,5
3.8782957941293716,One-reg-One-ST,5
4.045750200748444,One-reg-One-ST,5
3.441006690263748,One-reg-One-ST,5
4.584721475839615,One-reg-One-ST,5
4.168057441711426,One-reg-One-ST,5
11.10973209142685,One-reg-One-ST,5
3.956446796655655,One-reg-One-ST,5
4.4544510543346405,One-reg-One-ST,5
4.519018903374672,One-reg-One-ST,5
5.315503850579262,One-reg-One-ST,5
4.501518979668617,One-reg-One-ST,5
4.986513778567314,One-reg-One-ST,5
4.9286045134067535,One-reg-One-ST,5
21.7003732919693,One-reg-One-ST,5
9.513036161661148,One-reg-One-ST,5
4.1606467217206955,One-reg-One-ST,5
4.545639455318451,One-reg-One-ST,5
4.930192232131958,One-reg-One-ST,5
5.210579186677933,One-reg-One-ST,5
3.9289768785238266,One-reg-One-ST,5
5.639221891760826,One-reg-One-ST,5
5.377964302897453,One-reg-One-ST,5
5.164361000061035,One-reg-One-ST,5
31.887802481651306,One-reg-One-ST,5
5.237023904919624,One-reg-One-ST,5
5.602657422423363,One-reg-One-ST,5
4.697899892926216,One-reg-One-ST,5
12.200205773115158,One-reg-One-ST,5
5.381014943122864,One-reg-One-ST,5
6.541802734136581,One-reg-One-ST,5
5.338524654507637,One-reg-One-ST,5
4.869825765490532,One-reg-One-ST,5
6.5156131982803345,One-reg-One-ST,5
6.718916445970535,One-reg-One-ST,5
5.3779300302267075,One-reg-One-ST,5
4.8166777938604355,One-reg-One-ST,5
6.493866443634033,One-reg-One-ST,5
5.41410818696022,One-reg-One-ST,5
4.796677455306053,One-reg-One-ST,5
6.504786014556885,One-reg-One-ST,5
5.195271968841553,One-reg-One-ST,5
5.491719767451286,One-reg-One-ST,5
4.913812875747681,One-reg-One-ST,5
6.099889054894447,One-reg-One-ST,5
4.8549070954322815,One-reg-One-ST,5
6.265440583229065,One-reg-One-ST,5
6.5460205078125,One-reg-One-ST,5
7.9435378313064575,One-reg-One-ST,5
7.989076524972916,One-reg-One-ST,5
9.185051172971725,One-reg-One-ST,5
8.913687616586685,One-reg-One-ST,5
44.238680601119995,One-reg-One-ST,5
7.0248812437057495,One-reg-One-ST,5
5.885147303342819,One-reg-One-ST,5
5.513302981853485,One-reg-One-ST,5
7.298567146062851,One-reg-One-ST,5
6.479653716087341,One-reg-One-ST,5
6.873231381177902,One-reg-One-ST,5
19.645075500011444,One-reg-One-ST,5
6.603472679853439,One-reg-One-ST,5
10.31203418970108,One-reg-One-ST,5
7.362306118011475,One-reg-One-ST,5
7.343487441539764,One-reg-One-ST,5
6.843773275613785,One-reg-One-ST,5
13.883514702320099,One-reg-One-ST,5
6.5264396369457245,One-reg-One-ST,5
6.059955060482025,One-reg-One-ST,5
6.099015474319458,One-reg-One-ST,5
7.0823438465595245,One-reg-One-ST,5
9.200133383274078,One-reg-One-ST,5
5.616321042180061,One-reg-One-ST,5
7.343529909849167,One-reg-One-ST,5
7.356869429349899,One-reg-One-ST,5
8.663647621870041,One-reg-One-ST,5
6.191550940275192,One-reg-One-ST,5
7.302355021238327,One-reg-One-ST,5
8.401656150817871,One-reg-One-ST,5
7.395520806312561,One-reg-One-ST,5
7.3397427797317505,One-reg-One-ST,5
6.765616685152054,One-reg-One-ST,5
5.900188535451889,One-reg-One-ST,5
9.749531000852585,One-reg-One-ST,5
9.763392806053162,One-reg-One-ST,5
13.49194198846817,One-reg-One-ST,5
2.8523527085781097,One-reg-One-ST,6
4.562573134899139,One-reg-One-ST,6
3.446051850914955,One-reg-One-ST,6
3.3541426062583923,One-reg-One-ST,6
3.742647171020508,One-reg-One-ST,6
4.1591159999370575,One-reg-One-ST,6
3.2355379313230515,One-reg-One-ST,6
4.208274185657501,One-reg-One-ST,6
3.4557119011878967,One-reg-One-ST,6
18.100854754447937,One-reg-One-ST,6
3.5949598997831345,One-reg-One-ST,6
3.932987153530121,One-reg-One-ST,6
4.306672513484955,One-reg-One-ST,6
4.132862761616707,One-reg-One-ST,6
4.915877059102058,One-reg-One-ST,6
4.58146408200264,One-reg-One-ST,6
4.696207866072655,One-reg-One-ST,6
4.745793342590332,One-reg-One-ST,6
3.4298185259103775,One-reg-One-ST,6
5.921945720911026,One-reg-One-ST,6
4.406365007162094,One-reg-One-ST,6
9.178202599287033,One-reg-One-ST,6
5.476738512516022,One-reg-One-ST,6
6.254032999277115,One-reg-One-ST,6
4.230945929884911,One-reg-One-ST,6
6.788288801908493,One-reg-One-ST,6
5.33175952732563,One-reg-One-ST,6
4.74056713283062,One-reg-One-ST,6
6.934834271669388,One-reg-One-ST,6
21.974952518939972,One-reg-One-ST,6
9.963151067495346,One-reg-One-ST,6
4.562811926007271,One-reg-One-ST,6
4.465607553720474,One-reg-One-ST,6
5.509505420923233,One-reg-One-ST,6
5.969257652759552,One-reg-One-ST,6
4.932602494955063,One-reg-One-ST,6
6.829381734132767,One-reg-One-ST,6
4.568440467119217,One-reg-One-ST,6
7.578424364328384,One-reg-One-ST,6
32.79687762260437,One-reg-One-ST,6
5.8603934943675995,One-reg-One-ST,6
6.09981007874012,One-reg-One-ST,6
4.603207856416702,One-reg-One-ST,6
12.388887256383896,One-reg-One-ST,6
6.975342333316803,One-reg-One-ST,6
7.368609309196472,One-reg-One-ST,6
6.63398951292038,One-reg-One-ST,6
5.501566082239151,One-reg-One-ST,6
6.730253249406815,One-reg-One-ST,6
7.340355217456818,One-reg-One-ST,6
5.522254481911659,One-reg-One-ST,6
5.893479660153389,One-reg-One-ST,6
7.121623307466507,One-reg-One-ST,6
6.171918287873268,One-reg-One-ST,6
6.1611607670784,One-reg-One-ST,6
5.689828842878342,One-reg-One-ST,6
8.744718879461288,One-reg-One-ST,6
8.544377237558365,One-reg-One-ST,6
5.779191479086876,One-reg-One-ST,6
6.882602721452713,One-reg-One-ST,6
5.720905587077141,One-reg-One-ST,6
6.626662611961365,One-reg-One-ST,6
5.688957124948502,One-reg-One-ST,6
9.501603990793228,One-reg-One-ST,6
7.264090329408646,One-reg-One-ST,6
11.396383494138718,One-reg-One-ST,6
9.435472637414932,One-reg-One-ST,6
35.904908180236816,One-reg-One-ST,6
9.245611727237701,One-reg-One-ST,6
7.637275755405426,One-reg-One-ST,6
6.851167976856232,One-reg-One-ST,6
6.592392176389694,One-reg-One-ST,6
6.248700246214867,One-reg-One-ST,6
8.142208307981491,One-reg-One-ST,6
21.80233597755432,One-reg-One-ST,6
7.700900733470917,One-reg-One-ST,6
10.030804574489594,One-reg-One-ST,6
7.514382898807526,One-reg-One-ST,6
6.707608699798584,One-reg-One-ST,6
7.449548691511154,One-reg-One-ST,6
17.704829573631287,One-reg-One-ST,6
7.7033065259456635,One-reg-One-ST,6
6.914837658405304,One-reg-One-ST,6
6.365777552127838,One-reg-One-ST,6
7.6877787709236145,One-reg-One-ST,6
13.028179109096527,One-reg-One-ST,6
7.396877557039261,One-reg-One-ST,6
7.488638162612915,One-reg-One-ST,6
6.921920925378799,One-reg-One-ST,6
7.438362389802933,One-reg-One-ST,6
6.315246969461441,One-reg-One-ST,6
8.289920538663864,One-reg-One-ST,6
9.885021299123764,One-reg-One-ST,6
7.494518160820007,One-reg-One-ST,6
