,Rep.1,Rep.2,Rep.3,Rep.4
ENSMUSG00000020185,3.7401903,4.016447765409998,3.9345366726218893,4.124230325620483
ENSMUSG00000020186,7.574484,7.596178489555224,7.629002940150805,7.6409376602462435
ENSMUSG00000020189,7.125999,7.204839998639533,7.364914549199076,7.400373274249186
ENSMUSG00000020190,5.9117937,6.168404561023091,6.342789466015041,6.393017696252604
ENSMUSG00000020191,3.7221334,3.791420972894137,4.139544654184557,4.057522941396852
ENSMUSG00000020193,3.3558195,3.223558675585078,3.6347212375775504,3.666705097116529
ENSMUSG00000020196,6.324479,6.468274034912858,6.595917083304608,6.715600869785713
ENSMUSG00000020198,6.84418,6.963941873373515,7.159719249411562,7.270657885439077
ENSMUSG00000020205,6.05576,6.060546241147489,6.351617231855702,6.327219581497912
ENSMUSG00000020211,6.0467744,6.13459366997119,6.324481025243837,6.31326538702227
ENSMUSG00000020212,5.6176662,5.695351546583671,5.928375495814598,6.147066635464698
ENSMUSG00000020216,2.7216659,2.6582522202961933,2.864146553321866,2.706053121595849
ENSMUSG00000020218,4.0728617,4.291305005740554,4.4380649137133705,4.445727986072311
ENSMUSG00000020219,8.69524,8.66628334841425,8.690896335949102,8.569139919730269
ENSMUSG00000020220,6.004133,6.175723617798917,6.293853312701619,6.453421880178622
ENSMUSG00000020224,7.032155,7.025521821446953,7.012012793980203,6.8950432303798825
ENSMUSG00000020225,6.363411,6.327958690750674,6.522928181992613,6.602434588615038
ENSMUSG00000020226,6.496982,6.5956270804867625,6.210471073720242,6.21674661826323
ENSMUSG00000020228,3.4337144,3.4393673029727725,3.6817982048773183,3.9253583001514403
ENSMUSG00000020230,7.870187,7.912380746846052,8.05845215044903,8.119988307124476
ENSMUSG00000020231,6.32783,6.510480839775516,6.7175602293070185,6.805666180487737
ENSMUSG00000020232,5.36034,5.448822099597048,5.533821526704378,5.623401235837636
ENSMUSG00000020235,6.912666,6.930577097377184,7.151276315308105,7.134730347836746
ENSMUSG00000020238,6.0331497,6.247134608481621,6.204222876264577,6.224368477081035
ENSMUSG00000020241,4.811034,4.795077289692203,5.149404258917669,5.0593981373939645
ENSMUSG00000020246,5.95968,5.982091456693465,6.160255480120378,6.3590403551436685
ENSMUSG00000020248,6.726775,6.792307161765228,6.90227544834794,7.051774450830357
ENSMUSG00000020250,7.1992264,7.334706884254695,7.500326081668769,7.693437574373151
